"VALUE_TYPE","VALUE_CODE","VALUE_DESCRIPTION"
"CONTAMINANT_CODE","4100","Gross Beta Particle Activity"
"CONTAMINANT_CODE","4101","ManMade Beta Particle and Photon Emitter"
"CONTAMINANT_CODE","4102","Tritium"
"CONTAMINANT_CODE","4104","4-BERYLLIUM-7"
"CONTAMINANT_CODE","4106","4-BERYLLIUM-10"
"CONTAMINANT_CODE","4108","6-CARBON-14"
"CONTAMINANT_CODE","4109","Gross Alpha Particle Activity"
"CONTAMINANT_CODE","4110","11-SODIUM-22"
"CONTAMINANT_CODE","4112","15-PHOSPHORUS-32"
"CONTAMINANT_CODE","4114","16-SULFUR-35"
"CONTAMINANT_CODE","4116","17-CHLORINE-36"
"CONTAMINANT_CODE","4118","20-CALCIUM-45"
"CONTAMINANT_CODE","4120","20-CALCIUM-47"
"CONTAMINANT_CODE","4122","21-SCANDIUM-46"
"CONTAMINANT_CODE","4124","21-SCANDIUM-47"
"CONTAMINANT_CODE","4126","21-SCANDIUM-48"
"CONTAMINANT_CODE","4128","23-VANADIUM-48"
"CONTAMINANT_CODE","4130","24-CHROMIUM-51"
"CONTAMINANT_CODE","4132","25-MANGANESE-54"
"CONTAMINANT_CODE","4134","26-IRON-55"
"CONTAMINANT_CODE","4136","26-IRON-59"
"CONTAMINANT_CODE","4138","27-COBALT-57"
"CONTAMINANT_CODE","4140","27-COBALT-58"
"CONTAMINANT_CODE","4142","27-COBALT-60"
"CONTAMINANT_CODE","4144","28-NICKEL-59"
"CONTAMINANT_CODE","4146","28-NICKEL-63"
"CONTAMINANT_CODE","4148","30-ZINC-65"
"CONTAMINANT_CODE","4150","32-GERANIUM-71"
"CONTAMINANT_CODE","4152","33-ARSENIC-73"
"CONTAMINANT_CODE","4154","33-ARSENIC-74"
"CONTAMINANT_CODE","4156","33-ARSENIC-76"
"CONTAMINANT_CODE","4158","33-ARSENIC-77"
"CONTAMINANT_CODE","4160","34-SELENIUM-75"
"CONTAMINANT_CODE","4162","34-SELENIUM-79"
"CONTAMINANT_CODE","4164","35-BROMIDE-82"
"CONTAMINANT_CODE","4166","37-RUBIDIUM-86"
"CONTAMINANT_CODE","4168","37-RUBIDIUM-87"
"CONTAMINANT_CODE","4170","38-STRONTIUM-85"
"CONTAMINANT_CODE","4172","38-STRONTIUM-89"
"CONTAMINANT_CODE","4174","38-STRONTIUM-90"
"CONTAMINANT_CODE","4176","39-YTTRIUM-90"
"CONTAMINANT_CODE","4178","39-YTTRIUM-91"
"CONTAMINANT_CODE","4180","39-YTTRIUM-91M"
"CONTAMINANT_CODE","4182","40-ZIRCONIUM-93"
"CONTAMINANT_CODE","4184","40-ZIRCONIUM-95"
"CONTAMINANT_CODE","4186","41-NIOBIUM-93"
"CONTAMINANT_CODE","4188","41-NIOBIUM-95"
"CONTAMINANT_CODE","4190","42-MOLYBDENUM-93"
"CONTAMINANT_CODE","4192","42-MOLYBDENUM-99"
"CONTAMINANT_CODE","4194","43-TECHNETIUM-96"
"CONTAMINANT_CODE","2414","1,2,3-Trichloropropane"
"CONTAMINANT_CODE","4196","43-TECHNETIUM-97M"
"CONTAMINANT_CODE","4198","43-TECHNETIUM-97"
"CONTAMINANT_CODE","4200","43-TECHNETIUM-99"
"CONTAMINANT_CODE","4202","43-TECHNETIUM-99M"
"CONTAMINANT_CODE","4204","44-RUTHENIUM-97"
"CONTAMINANT_CODE","4206","44-RUTHENIUM-103"
"CONTAMINANT_CODE","4208","44-RUTHENIUM-106"
"CONTAMINANT_CODE","4210","45-RHODIUM-105"
"CONTAMINANT_CODE","4212","46-PALLADIUM-103"
"CONTAMINANT_CODE","4214","46-PALLADIUM-107"
"CONTAMINANT_CODE","4216","47-SILVER-105M"
"CONTAMINANT_CODE","4218","47-SILVER-110M"
"CONTAMINANT_CODE","4220","47-SILVER-110"
"CONTAMINANT_CODE","4222","47-SILVER-111"
"CONTAMINANT_CODE","4224","48-CADMIUM-109"
"CONTAMINANT_CODE","4226","48-CADMIUM-113M"
"CONTAMINANT_CODE","4228","48-Cadmium-115M"
"CONTAMINANT_CODE","4230","48-CADMIUM-115"
"CONTAMINANT_CODE","4232","49-INDIUM-115"
"CONTAMINANT_CODE","4234","50-TIN-113"
"CONTAMINANT_CODE","4236","50-TIN-123"
"CONTAMINANT_CODE","4238","50-TIN-125"
"CONTAMINANT_CODE","4240","51-ANTIMONY-122"
"CONTAMINANT_CODE","4242","51-ANTIMONY-124"
"CONTAMINANT_CODE","4244","51-ANTIMONY-125"
"CONTAMINANT_CODE","4246","51-ANTIMONY-127"
"CONTAMINANT_CODE","4248","52-TELLURIUM-125M"
"CONTAMINANT_CODE","4250","52-Tellurium-127M"
"CONTAMINANT_CODE","4252","52-TELLURIUM-127"
"CONTAMINANT_CODE","4254","52-Tellurium-129M"
"CONTAMINANT_CODE","4256","52-TELLURIUM-129"
"CONTAMINANT_CODE","4258","52-TELLURIUM-132"
"CONTAMINANT_CODE","4260","53-IODINE-126"
"CONTAMINANT_CODE","4262","53-IODINE-129"
"CONTAMINANT_CODE","4264","53-IODINE-131"
"CONTAMINANT_CODE","4266","55-CESIUM-131"
"CONTAMINANT_CODE","4270","55-CESIUM-134"
"CONTAMINANT_CODE","4272","55-CESIUM-135"
"CONTAMINANT_CODE","4274","55-CESIUM-136"
"CONTAMINANT_CODE","4276","55-CESIUM-137"
"CONTAMINANT_CODE","4278","56-BARIUM-140"
"CONTAMINANT_CODE","4280","57-LANTHANUM-140"
"CONTAMINANT_CODE","4282","58-CERIUM-141"
"CONTAMINANT_CODE","4284","58-CERIUM-143"
"CONTAMINANT_CODE","4286","58-CERIUM-144"
"CONTAMINANT_CODE","4288","59-PRASEODYMIUM-143"
"CONTAMINANT_CODE","4290","60-NEODYMIUM-147"
"CONTAMINANT_CODE","4292","61-PROMETHIUM-147"
"CONTAMINANT_CODE","4294","61-PROMETHIUM-148"
"CONTAMINANT_CODE","4296","61-Promethium-148M"
"CONTAMINANT_CODE","4298","61-PROMETHIUM-149"
"CONTAMINANT_CODE","4300","62-SAMARIUM-151"
"CONTAMINANT_CODE","4302","62-SAMARIUM-153"
"CONTAMINANT_CODE","4304","63-EUROPIUM-152"
"CONTAMINANT_CODE","4306","63-EUROPIUM-154"
"CONTAMINANT_CODE","4308","63-EUROPIUM-155"
"CONTAMINANT_CODE","4310","63-EUROPIUM-156"
"CONTAMINANT_CODE","4312","64-GADOLIUM-153"
"CONTAMINANT_CODE","4314","65-TERBIUM-160"
"CONTAMINANT_CODE","4316","66-DYSPROSIUM-166"
"CONTAMINANT_CODE","4318","67-HOLMIUM-166"
"CONTAMINANT_CODE","4320","67-Holmium-166M"
"CONTAMINANT_CODE","4322","68-ERBIUM-169"
"CONTAMINANT_CODE","4324","69-THULIUM-170"
"CONTAMINANT_CODE","4326","69-THULIUM-171"
"CONTAMINANT_CODE","4328","70-YTTERBIUM-175"
"CONTAMINANT_CODE","4330","71-LUTETIUM-177"
"CONTAMINANT_CODE","4332","72-HAFNIUM-181"
"CONTAMINANT_CODE","4334","73-TANTALUM-182"
"ENFORCEMENT_ACTION_TYPE_CODE","SIL","State Lead Public Notice Requested"
"ENFORCEMENT_ACTION_TYPE_CODE","SIM","State Lead Public Notice Received"
"ENFORCEMENT_ACTION_TYPE_CODE","EIL","Federal Lead Public Notice Requested"
"ENFORCEMENT_ACTION_TYPE_CODE","EIM","Federal Lead Public Notice Received"
"VIOLATION_CODE","4H","Notification, Known or Potential LSL"
"VIOLATION_CODE","77","Public Notice Rule Linked to Lead ALE"
"EVENT_MILESTONE_CODE","PBSL","Notification of Known or Potential LSL"
"EVENT_MILESTONE_CODE","LALE","Lead Action Level Exceedance"
"EVENT_REASON_CODE","SLCN","Consumer Notice for Known or Potential LSL"
"EVENT_REASON_CODE","T1PN","Tier 1 Public Notice"
"CONTAMINANT_CODE","1097","CYANIDE, FREE"
"CONTAMINANT_CODE","1098","CYANIDE, TOTAL"
"CONTAMINANT_CODE","2800","PFAS RULE"
"CONTAMINANT_CODE","2840","HAZARD INDEX PFAS"
"CONTAMINANT_CODE","7003","CONSUMER CONFIDENCE RULE 3"
"RULE_FAMILY_CODE","360","PFAS Rule"
"RULE_CODE","360","PFAS Rule"
"VIOLATION_CODE","2E","LSL Inventory"
"VIOLATION_CODE","4G","LSL Reporting"
"CONTAMINANT_CODE","4350","76-OSMIUM-191"
"CONTAMINANT_CODE","4352","76-OSMIUM-193"
"CONTAMINANT_CODE","4354","77-IRIDIUM-190"
"CONTAMINANT_CODE","4356","77-IRIDIUM-192"
"CONTAMINANT_CODE","4358","78-PLATINUM-191"
"CONTAMINANT_CODE","4360","78-Platinum-193"
"CONTAMINANT_CODE","4362","78-Platinum-193M"
"CONTAMINANT_CODE","4364","79-GOLD-196"
"CONTAMINANT_CODE","4366","79-GOLD-198"
"CONTAMINANT_CODE","4368","81-THALLIUM-204"
"CONTAMINANT_CODE","4370","82-LEAD-203"
"CONTAMINANT_CODE","4372","82-LEAD-210"
"CONTAMINANT_CODE","4374","83-BISMUTH-206"
"CONTAMINANT_CODE","4376","83-BISMUTH-207"
"CONTAMINANT_CODE","4378","83-BISMUTH-210"
"CONTAMINANT_CODE","4380","84-POLONIUM-210"
"CONTAMINANT_CODE","4382","91-PROTACTINIUM-233"
"CONTAMINANT_CODE","4550","CYCLOATE"
"CONTAMINANT_CODE","4999","Note:  (Reserved by MSIS)"
"CONTAMINANT_CODE","5000","Lead and Copper Rule"
"CONTAMINANT_CODE","6440","NAPROPAMIDE"
"CONTAMINANT_CODE","6650","PRONAMIDE"
"CONTAMINANT_CODE","7000","Consumer Confidence Rule"
"CONTAMINANT_CODE","7035","AMETRYN"
"CONTAMINANT_CODE","7060","ATRATON"
"CONTAMINANT_CODE","7230","CARBOXIN"
"CONTAMINANT_CODE","7240","ALPHA-CHLORDANE"
"CONTAMINANT_CODE","7245","GAMMA-CHLORDANE"
"CONTAMINANT_CODE","7260","CHLOROBENZILATE"
"CONTAMINANT_CODE","7265","CHLORONEB"
"CONTAMINANT_CODE","7275","CHLOROPROPHAM"
"CONTAMINANT_CODE","7500","Public Notice"
"CONTAMINANT_CODE","7570","ETHOPROPHOS"
"CONTAMINANT_CODE","7575","ETRIDIAZOLE"
"CONTAMINANT_CODE","7585","FERNAMIPHOS"
"CONTAMINANT_CODE","7590","FENARIMOL"
"CONTAMINANT_CODE","7635","FLURIDONE"
"CONTAMINANT_CODE","7705","HEXAZINONE"
"CONTAMINANT_CODE","7785","MERPHOS"
"CONTAMINANT_CODE","7820","METHYL PARAXON"
"CONTAMINANT_CODE","7850","MEVINPHOS"
"CONTAMINANT_CODE","7930","NORFLURAZON"
"CONTAMINANT_CODE","8040","PROMETRYN"
"CONTAMINANT_CODE","8130","SIMETRYN"
"CONTAMINANT_CODE","8140","STIROFOS"
"CONTAMINANT_CODE","8195","TERBUTRYN"
"CONTAMINANT_CODE","8255","TRIADIMEFON"
"CONTAMINANT_CODE","8285","TRICYCLAZOLE"
"CONTAMINANT_CODE","8320","VERNOLATE"
"CONTAMINANT_CODE","8610","DICHLOROVOS"
"CONTAMINANT_CODE","8915","2-CHLOROBIPHENYL"
"CONTAMINANT_CODE","8920","2,3-DICHLOROBIPHENYL"
"CONTAMINANT_CODE","8940","2,4,5-TRICHLOROBIPHENYL"
"CONTAMINANT_CODE","8947","2,2,4,4-TETRACHLOROBIPHENYL"
"CONTAMINANT_CODE","8977","2,2,3,4,6-PENTACHLOROBIPHENYL"
"CONTAMINANT_CODE","9042","2,2,4,4,5,6-HEXACHLOROBIPHENYL"
"CONTAMINANT_CODE","9067","2,2,3,3,4,4,6-HEPTACHLOROBIPHENYL"
"CONTAMINANT_CODE","9092","2,2,3,3,4,5,6,6-OCTACHLORPBIPHENYL"
"CONTAMINANT_CODE","9339","CHLORODIBROMOACETIC ACID"
"CONTAMINANT_CODE","9535","BROMODICHLOROACETIC ACID"
"CONTAMINANT_CODE","9537","PEBULATE"
"CONTAMINANT_CODE","9639","TRIBROMOACETIC ACID"
"CONTAMINANT_CODE","9999","BENEZENE 2"
"CONTAMINANT_CODE","CU90","COPPER SUMMARY"
"CONTAMINANT_CODE","NULL","Not applicable"
"CONTAMINANT_CODE","PB90","LEAD SUMMARY"
"VISIT_REASON_CODE","L1PS","Level 1 Assessment and Partial Sanitary Survey"
"VISIT_REASON_CODE","L1SS","Level 1 Assessment and Sanitary Survey"
"VISIT_REASON_CODE","L2PS","Level 2 Assessment and Partial Sanitary Survey"
"VISIT_REASON_CODE","L2SS","Level 2 Assessment and Sanitary Survey"
"VISIT_REASON_CODE","LV1A","Level 1 Assessment revised Total Coliform Rule (RTCR)"
"VISIT_REASON_CODE","LV2A","Level 2 Assessment revised Total Coliform Rule (RTCR)"
"CONTAMINANT_CODE","8000","Revised Total Coliform Rule"
"FILTRATION_STATUS_CODE","FIL","Filtration already in place"
"RULE_CODE","111","Revised Total Coliform Rule"
"SITE_VISIT_EVAL_TYPE_CODE","D","Sanitary Defect"
"VIOLATION_CATEGORY_CODE","MON","Monitoring Violation"
"VIOLATION_CATEGORY_CODE","RPT","Reporting Violation"
"VIOLATION_CODE","1A","Maximum Contaminant Level Violation, E. coli (RTCR)"
"VIOLATION_CODE","2A","Treatment Technique, Level 1 Assessment (RTCR)"
"VIOLATION_CODE","2B","Treatment Technique, Level 2 Assessment (RTCR)"
"VIOLATION_CODE","2C","Treatment Technique, Corrective/Expedited Actions (RTCR)"
"VIOLATION_CODE","2D","Treatment Technique Startup Procedures (RTCR)"
"VIOLATION_CODE","3A","Monitoring, Routine (RTCR)"
"VIOLATION_CODE","3B","Monitoring, Additional Routine (RTCR)"
"VIOLATION_CODE","3C","Monitor Coliform Turbidity Trigger (RTCR)"
"VIOLATION_CODE","3D","Monitoring, Lab Certification/Method Error (RTCR)"
"VIOLATION_CODE","4A","Reporting, Assessment Forms (RTCR)"
"VIOLATION_CODE","4B","Report Sample Result/Fail Monitor (RTCR)"
"VIOLATION_CODE","4C","Report Startup Procedures Cert Form (RTCR)"
"VIOLATION_CODE","4D","Notification, E Coli Positive (RTCR)"
"VIOLATION_CODE","4E","Notification, E. coli Maximum Contaminant Level Violation (RTCR"
"VIOLATION_CODE","4F","Notify Level  1/Level 2 Treatment Technique Violation, Correct Action (RTCR)"
"VIOLATION_CODE","5A","Sample Siting Plan Errors (RTCR)"
"VIOLATION_CODE","5B","Recordkeeping Violations (RTCR)"
"CORRECTION_CODE","-1","Source Latitude / Longitude can not be verified as valid and no data corrections can be made setting the corrected NAD83 values to NULL"
"CORRECTION_CODE","00","Source Latitude /Longitude is converted to NAD83 , no corrections needed,converted Latitude/Longitude stored in NAD83 columns"
"CORRECTION_CODE","01","Source Latitude /Longitude values are transposed and signage corrected, corrected Latitude/Longitude stored in NAD83 columns"
"CORRECTION_CODE","02","Source Latitude /Longitude values are transposed, corrected Latitude/Longitude stored in NAD83 columns"
"CORRECTION_CODE","03","Source Latitude/Longitude has missing signage, corrected Latitude/Longitude stored in NAD83 columns"
"CORRECTION_CODE","04","Source Latitude/Longitude signage is  transposed, corrected Latitude/Longitude stored in NAD83 columns"
"AGENCY_TYPE_CODE","SC","State Contractor"
"AGENCY_TYPE_CODE","TA","Non-State Provider Engineering/Technical Assistance Firm"
"AGENCY_TYPE_CODE","WS","Water System"
"EVENT_MILESTONE_CODE","FICI","Fecal Indicator Interim Step"
"EVENT_MILESTONE_CODE","RTL1","Revised Total  Coliform Rule Level 1 Treatment Technique Trigger"
"EVENT_MILESTONE_CODE","RTL2","Revised Total  Coliform Rule Level 2 Treatment Technique Trigger"
"EVENT_REASON_CODE","L2TA","Maximum Contaminant Level Treatment Technique Trigger"
"EVENT_REASON_CODE","L2TB","Second Level 1 Treatment Technique Trigger "
"EVENT_REASON_CODE","L1TC","Level 1 Coliform Positive Insufficient Repeat Treatment Technique Trigger"
"EVENT_REASON_CODE","L1TD","Level 1 Multiple Total Coliform Positive Treatment Technique Trigger "
"EVENT_REASON_CODE","RTCR","Revised Total Coliform Rule"
"RULE_FAMILY_CODE","410","Public Notice Rule and Revised PN Rule"
"RULE_FAMILY_CODE","420","Consumer Confidence Rule"
"RULE_FAMILY_CODE","430","Miscellaneous Other Rules"
"WATER_SYSTEM_LSLI","LSLI","Number of Lead Service Lines"
"WATER_SYSTEM_LSLI","LSL","Lead SL"
"WATER_SYSTEM_LSLI","GRR","Galvanized Requiring Replacement SL"
"WATER_SYSTEM_LSLI","LSU","Lead Status Unknown SL"
"WATER_SYSTEM_LSLI","NL","Non-Lead SL"
"INVALID_REASON_CD","R1","EITHER Latitude or Longitude has less than 4 Decimal Digits of Precision and does not meet minimum requirements"
"INVALID_REASON_CD","R2","Latitude or Longitude are switched and missing signage "
"INVALID_REASON_CD","R3","Latitude is NULL"
"INVALID_REASON_CD","R4","Longitude is NULL"
"INVALID_REASON_CD","R5","Latitude and Longitude are NULL"
"CONTAMINANT_CODE","2804","PERFLUORONONANOIC ACID (PFNA)"
"CONTAMINANT_CODE","2805","PERFLUOROCTANE SULFONIC ACID (PFOS)"
"CONTAMINANT_CODE","2806","PERFLUOROCTANOIC ACID (PFOA)"
"CONTAMINANT_CODE","3029","TOTAL COLIFORM FOR UCMR 3"
"CONTAMINANT_CODE","3030","BACTERIOPHAGE-MALE SPECIFIC"
"CONTAMINANT_CODE","3031","BACTERIOPHAGE-SOMATIC"
"CONTAMINANT_CODE","3032","AEROBIC SPORES"
"CONTAMINANT_CODE","3440","ENTEROVIRUSES"
"CONTAMINANT_CODE","3450","NOROVIRUSES"
"CONTAMINANT_CODE","5200","LEAD AND COPPER RULE REVISIONS"
"CONTAMINANT_CODE","5400","LEAD AND COPPER RULE IMPROVEMENTS"
"CONTAMINANT_CODE","2121","DIPHENAMID"
"CONTAMINANT_CODE","2122","DISULFOTON SULFONE"
"CONTAMINANT_CODE","2123","DISULFOTON SULFOXIDE"
"CONTAMINANT_CODE","2124","MGK 264"
"CONTAMINANT_CODE","2125","3,5-DICHLOROBENZOIC ACID"
"CONTAMINANT_CODE","2126","ACIFLUORFEN"
"CONTAMINANT_CODE","2127","QUINCLORAC"
"CONTAMINANT_CODE","2128","METHYLACRYLATE"
"CONTAMINANT_CODE","2431","2-METHOXYETHANOL"
"CONTAMINANT_CODE","2432","2-PROPEN-1-OL"
"CONTAMINANT_CODE","2433","BUTYLATED HYDROXANISOLE"
"CONTAMINANT_CODE","2434","O-TOLUIDINE"
"CONTAMINANT_CODE","2457","HAABR6"
"CONTAMINANT_CODE","2459","HAA9"
"CONTAMINANT_CODE","2807","PERFLUORODECANOIC ACID (PFDA)"
"CONTAMINANT_CODE","2808","PERFLUORODODECANOIC ACID (PFDOA)"
"CONTAMINANT_CODE","2809","PERFLUOROHEXANOIC ACID (PFHXA)"
"CONTAMINANT_CODE","2810","PERFLUOROTETRADECANOIC ACID (PFTA)"
"CONTAMINANT_CODE","2811","PERFLUOROTRIDECANOIC ACID (PFTRDA)"
"CONTAMINANT_CODE","2812","PERFLUOROUNDECANOIC ACID (PFUNA)"
"CONTAMINANT_CODE","2813","11CL-PF3OUDS"
"CONTAMINANT_CODE","2814","9CL-PF3ONS"
"CONTAMINANT_CODE","2815","ADONA"
"CONTAMINANT_CODE","2816","HFPO-DA"
"CONTAMINANT_CODE","2817","NETFOSAA"
"CONTAMINANT_CODE","2818","NMEFOSAA"
"CONTAMINANT_CODE","2819","PERFLUOROBUTANOIC ACID (PFBA) "
"CONTAMINANT_CODE","2820","PERFLUOROOCTANE SULFONIC ACID 6:2 FTS "
"CONTAMINANT_CODE","2821","PERFLUOROHEXANE SULFONIC ACID 4:2 FTS"
"CONTAMINANT_CODE","2822","PERFLUORODECANE SULFONIC ACID 8:2 FTS "
"CONTAMINANT_CODE","2823","PERFLUORO PFMPA"
"CONTAMINANT_CODE","2824","PERFLUOROPENTANOIC ACID (PFPEA) "
"CONTAMINANT_CODE","2825","PERFLUORO PFMBA "
"CONTAMINANT_CODE","2826","PERFLUORO PFEESA "
"CONTAMINANT_CODE","2827","NONAFLUORO NFDHA"
"CONTAMINANT_CODE","2828","PERFLUOROPENTANESULFONIC ACID (PFPES) "
"CONTAMINANT_CODE","2829","PERFLUOROHEPTANESULFONIC ACID (PFHPS) "
"CONTAMINANT_CODE","2830","TOTAL PFOA AND PFOS"
"CONTAMINANT_CODE","3301","TOTAL MICROCYSTIN"
"CONTAMINANT_CODE","3302","CYLINDROSPERMOPSIN"
"CONTAMINANT_CODE","3303","MICROCYSTIN-LA"
"CONTAMINANT_CODE","3304","MICROCYSTIN-LF"
"CONTAMINANT_CODE","3305","MICROCYSTIN-LR"
"CONTAMINANT_CODE","3306","MICROCYSTIN-LY"
"CONTAMINANT_CODE","3307","MICROCYSTIN-RR"
"CONTAMINANT_CODE","3308","MICROCYSTIN-YR"
"CONTAMINANT_CODE","3309","NODULARIN"
"CONTAMINANT_CODE","3311","ANATOXIN –A"
"CONTAMINANT_CODE","3435","QUINOLINE"
"CONTAMINANT_CODE","8402","ACETAMINOPHEN"
"CONTAMINANT_CODE","8404","TERTIARY BUTYL ALCOHOL (TBA)"
"CONTAMINANT_CODE","8405","N-NITROSOMORPHOLINE (NMOR)"
"CONTAMINANT_CODE","8406","N-NITROSOMETHYLETHYLAMINE (NMEA)"
"CONTAMINANT_CODE","8407","N-NITROSOPIPERIDINE (NPIP)"
"CONTAMINANT_CODE","8408","N-NITROSODIETHYLAMINE (NDEA)"
"CONTAMINANT_CODE","8409","N-NITROSOPYRROLIDINE (NPYR)"
"CONTAMINANT_CODE","8410","N-NITROSODI-N-BUTYLAMINE (NDBA)"
"CONTAMINANT_CODE","8411","2,4,6-TRINITROTOLUENE (TNT)"
"CONTAMINANT_CODE","8412","CAFFEINE"
"CONTAMINANT_CODE","8413","CYCLOTETRAMETHYLENETETRANITRAMINE (HMX)"
"CONTAMINANT_CODE","8414","GEMFIBROZIL"
"CONTAMINANT_CODE","8901","TRICLOSAN"
"CONTAMINANT_CODE","9536","DIBROMOCHLOROACETIC ACID"
"INVALID_REASON_CD","R6","Location is beyond the 2 mile Boundary check"
"INVALID_REASON_CD","R7","Latitude or Longitude do not fall within the US boundaries."
"INVALID_REASON_CD","R8","Tribal records or records from primacy agencies Navajo Nation (NN), Mariana Islands (MP) and Palau (PW); Boundary Check cannot be performed."
"CORRECTION_CODE","07","Location is within one of the Great Lakes and within the 5 mile Boundary check"
"INVALID_REASON_CD","R9","Location is within one of the Great Lakes and outside the 5 mile Boundary check"
"CORRECTION_CODE","06","City served geocoded to lat/long then to county FIPS"
"CONTAMINANT_CODE","1053","GERMANIUM"
"CONTAMINANT_CODE","2115","ALPHA-HEXACHLOROCYCLOHEXANE"
"CONTAMINANT_CODE","2116","DIMETHIPIN"
"CONTAMINANT_CODE","2117","OXYFLUORFEN"
"CONTAMINANT_CODE","2118","PROFENOFOS"
"CONTAMINANT_CODE","2119","TEBUCONAZOLE"
"CONTAMINANT_CODE","0900","ADWR"
"CONTAMINANT_CODE","2486","1,3-BUTADIENE"
"CONTAMINANT_CODE","2487","CHLORODIFLUOROMETHANE (HCFC-22)"
"CONTAMINANT_CODE","2701","17-BETA-ESTRADIOL"
"CONTAMINANT_CODE","2702","17-ALPHA-ETHYNYLESTRADIOL"
"CONTAMINANT_CODE","2703","EQUILIN"
"CONTAMINANT_CODE","2704","ESTRIOL"
"CONTAMINANT_CODE","2705","4-ANDROSTENE-3,17-DIONE"
"CONTAMINANT_CODE","2706","TESTOSTERONE"
"CONTAMINANT_CODE","2707","ESTRONE"
"CONTAMINANT_CODE","2801","PERFLUOROBUTANE SULFONIC ACID (PFBS)"
"CONTAMINANT_CODE","2802","PERFLUOROHEPTANOIC ACID (PFHPA)"
"CONTAMINANT_CODE","2803","PERFLUOROHEXANE SULFONIC ACID (PFHXS)"
"UNDERLYING_OBJECT_DATA_TYPE","CORACTION","Corrective Action"
"UNDERLYING_OBJECT_DATA_TYPE","SMPLRESULT","Sample Result"
"UNDERLYING_OBJECT_DATA_TYPE","SUMMARYRESULT","Summary Result"
"EVENT_MILESTONE_CODE","LSLI","Lead Service Line Inventory"
"EVENT_REASON_CODE","INIT","Initial Lead Service Line Inventory"
"EVENT_REASON_CODE","UPDT","Updated Lead Service Line Inventory"
"RULE_CODE","351","Lead and Copper Rule Revisions"
"RULE_CODE","352","Lead and Copper Rule Improvements"
"RULE_CODE","611","Unregulated Contaminant Monitoring 1"
"RULE_CODE","612","Unregulated Contaminant Monitoring 2"
"RULE_CODE","613","Unregulated Contaminant Monitoring 3"
"RULE_CODE","614","Unregulated Contaminant Monitoring 4"
"RULE_CODE","615","Unregulated Contaminant Monitoring 5"
"RULE_FAMILY_CODE","611","Unregulated Contaminant Monitoring"
"RULE_GROUP_CODE","600","Unregulated Contaminant Monitoring"
"PRIMACY_AGENCY_CODE","VT","Vermont"
"PRIMACY_AGENCY_CODE","WA","Washington"
"PRIMACY_AGENCY_CODE","WI","Wisconsin"
"PRIMACY_AGENCY_CODE","WV","West Virginia"
"PRIMACY_AGENCY_CODE","WY","Wyoming"
"REFERENCE_POINT_CODE","002","PLANT ENTRANCE (GENERAL)"
"REFERENCE_POINT_CODE","003","OTHER"
"REFERENCE_POINT_CODE","004","PLANT ENTRANCE (PERSONNEL)"
"REFERENCE_POINT_CODE","005","PLANT ENTRANCE (FREIGHT)"
"REFERENCE_POINT_CODE","006","AIR RELEASE STACK"
"REFERENCE_POINT_CODE","007","AIR RELEASE VENT"
"CONTAMINANT_CODE","2408","Dibromomethane"
"CONTAMINANT_CODE","2419","1,2,3-Trimethylbenzene"
"CONTAMINANT_CODE","2420","1,2,3-Trichlorobenzene"
"CONTAMINANT_CODE","2422","n-Butylbenzene"
"CONTAMINANT_CODE","2424","1,3,5-Trimethylbenzene"
"CONTAMINANT_CODE","2426","tert-Butylbenzene"
"CONTAMINANT_CODE","2428","sec-Butylbenzene"
"CONTAMINANT_CODE","2430","Bromochloromethane"
"CONTAMINANT_CODE","2440","Dicamba"
"CONTAMINANT_CODE","2441","Methane"
"CONTAMINANT_CODE","2442","Methyl acetate"
"CONTAMINANT_CODE","2443","Methyl alcohol"
"CONTAMINANT_CODE","2444","Methyl Cellosolve"
"CONTAMINANT_CODE","2445","Propyl acetate"
"CONTAMINANT_CODE","2446","n-Propyl alcohol"
"CONTAMINANT_CODE","2447","Vinyl acetate"
"CONTAMINANT_CODE","2449","ETHANOIC ACID"
"CONTAMINANT_CODE","2450","Monochloroacetic acid"
"CONTAMINANT_CODE","2451","Dichloroacetic Acid"
"CONTAMINANT_CODE","2452","Trichloroacetic Acid"
"CONTAMINANT_CODE","2949","Maximum Total Trihalomethane Potential"
"CONTAMINANT_CODE","2950","TTHM"
"CONTAMINANT_CODE","2951","SIMULATED DISTRIBUTION SYSTEM (SDS) TEST"
"CONTAMINANT_CODE","2952","CHLORAL HYDRATE"
"CONTAMINANT_CODE","2953","CHLOROPICRIN"
"CONTAMINANT_CODE","2954","DICHLOROACETONITRILE"
"CONTAMINANT_CODE","2955","Xylenes, Total"
"CONTAMINANT_CODE","2956","1,1,1-TRICHLORO-2-PROPANONE"
"CONTAMINANT_CODE","2957","1,1-DICHLORO-2-PROPANONE"
"CONTAMINANT_CODE","2959","Chlordane"
"CONTAMINANT_CODE","2960","Ethylene glycol"
"CONTAMINANT_CODE","2961","Formaldehyde"
"CONTAMINANT_CODE","2962","p-Xylene"
"CONTAMINANT_CODE","2963","XYLENE, META AND PARA"
"CONTAMINANT_CODE","2964","DICHLOROMETHANE"
"CONTAMINANT_CODE","2965","o-Chlorotoluene"
"CONTAMINANT_CODE","2966","p-Chlorotoluene"
"CONTAMINANT_CODE","2967","m-Dichlorobenzene"
"CONTAMINANT_CODE","2968","o-Dichlorobenzene"
