SUBMISSIONYEARQUARTER,PWSID,PN_VIOLATION_ID,RELATED_VIOLATION_ID,COMPL_PER_BEGIN_DATE,COMPL_PER_END_DATE,NON_COMPL_PER_BEGIN_DATE,NON_COMPL_PER_END_DATE,VIOLATION_CODE,CONTAMINANT_CODE,FIRST_REPORTED_DATE,LAST_REPORTED_DATE
2025Q1,GA0730022,30733,30726,11/01/2019,11/30/2019,11/01/2019,11/30/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1070008,20424,20423,09/01/2020,09/30/2020,09/01/2020,09/30/2020,3B,8000,02/23/2022,03/20/2025
2025Q1,GA2750000,41118,41117,08/24/2021,,08/24/2021,--->,34,3014,03/28/2023,03/20/2025
2025Q1,GA0690001,21223,21216,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1038,09/28/2022,03/20/2025
2025Q1,GA2210047,23392,23388,10/01/2021,,10/01/2021,03/01/2023,52,5000,05/17/2023,03/20/2025
2025Q1,GA1970000,22667,22661,12/01/2020,12/31/2020,12/01/2020,12/31/2020,3A,8000,05/25/2022,03/20/2025
2025Q1,GA0770093,21628,21624,06/01/2022,06/30/2022,06/01/2022,06/30/2022,3A,8000,11/28/2023,03/20/2025
2025Q1,GA2790028,21732,21726,01/01/2014,12/31/2019,01/01/2014,12/31/2019,03,4000,03/28/2023,03/20/2025
2025Q1,GA2790028,21732,21727,01/01/2014,12/31/2019,01/01/2014,12/31/2019,03,4006,03/28/2023,03/20/2025
2025Q1,GA2790028,21732,21728,01/01/2014,12/31/2019,01/01/2014,12/31/2019,03,4010,03/28/2023,03/20/2025
2025Q1,GA1610021,42039,42036,01/01/2021,12/31/2021,01/01/2021,12/31/2021,03,1038,11/28/2023,03/20/2025
2025Q1,GA2430000,31849,31848,12/01/2019,12/31/2019,12/01/2019,12/31/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA0310257,338,335,01/01/2021,03/31/2021,01/01/2021,03/31/2021,03,4000,03/28/2023,03/20/2025
2025Q1,GA0310257,338,336,01/01/2021,03/31/2021,01/01/2021,03/31/2021,03,4006,03/28/2023,03/20/2025
2025Q1,GA0310257,338,337,01/01/2021,03/31/2021,01/01/2021,03/31/2021,03,4010,03/28/2023,03/20/2025
2025Q1,GA1910078,10520,10518,04/01/2021,06/30/2021,04/01/2021,06/30/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA0570048,11130,11126,04/01/2020,06/30/2020,04/01/2020,06/30/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA0310257,341,330,01/01/2020,03/31/2020,01/01/2020,03/31/2020,03,4006,03/28/2023,03/20/2025
2025Q1,GA0310257,341,331,01/01/2020,03/31/2020,01/01/2020,03/31/2020,03,4010,03/28/2023,03/20/2025
2025Q1,GA0310257,341,329,01/01/2020,03/31/2020,01/01/2020,03/31/2020,03,4000,03/28/2023,03/20/2025
2025Q1,GA0690054,2927,2916,01/01/2016,12/31/2016,01/01/2016,12/31/2016,03,1038,02/10/2020,12/18/2024
2025Q1,GA1850274,11532,11530,01/01/2022,03/31/2022,01/01/2022,03/31/2022,02,2950,09/28/2022,03/20/2025
2025Q1,GA0770016,34654,34626,10/01/2021,,10/01/2021,05/02/2023,52,5000,05/17/2023,03/20/2025
2025Q1,GA1930001,33024,33023,01/01/2022,03/31/2022,01/01/2022,03/31/2022,02,4010,11/17/2022,03/20/2025
2025Q1,GA1970000,22671,22670,01/01/2022,03/31/2022,01/01/2022,03/31/2022,02,4010,11/17/2022,03/20/2025
2025Q1,GA1590001,21801,21797,02/01/2021,02/28/2021,02/01/2021,02/28/2021,3A,8000,11/17/2022,03/20/2025
2025Q1,GA1190051,51318,51303,07/01/2022,09/30/2022,07/01/2022,09/30/2022,02,4000,11/28/2023,03/20/2025
2025Q1,GA0550003,21423,21422,10/01/2019,,10/01/2019,03/17/2022,52,5000,02/23/2022,03/20/2025
2025Q1,GA0690001,21225,21218,04/01/2020,06/30/2020,04/01/2020,06/30/2020,03,4006,03/28/2023,03/20/2025
2025Q1,GA0690001,21225,21219,04/01/2020,06/30/2020,04/01/2020,06/30/2020,03,4010,03/28/2023,03/20/2025
2025Q1,GA0690001,21225,21217,04/01/2020,06/30/2020,04/01/2020,06/30/2020,03,4000,03/28/2023,03/20/2025
2025Q1,GA0870037,10216,10213,04/01/2022,06/30/2022,04/01/2022,06/30/2022,3A,8000,11/28/2023,03/20/2025
2025Q1,GA1430002,11025,11024,07/01/2020,07/31/2020,07/01/2020,07/31/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA0690000,62129,62124,09/10/2021,,09/10/2021,02/26/2024,34,3014,03/28/2023,03/20/2025
2025Q1,GA0450045,20630,20620,04/01/2022,04/30/2022,04/01/2022,04/30/2022,3A,8000,11/28/2023,03/20/2025
2025Q1,GA0570048,11129,11127,07/01/2020,09/30/2020,07/01/2020,09/30/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1290022,16,14,05/01/2021,05/31/2021,05/01/2021,05/31/2021,3A,8000,11/17/2022,03/20/2025
2025Q1,GA0810007,10927,10924,10/01/2020,,10/01/2020,06/30/2021,52,5000,05/25/2022,03/20/2025
2025Q1,GA1830021,40921,40920,09/25/2021,,09/25/2021,05/17/2023,2A,8000,06/27/2022,03/20/2025
2025Q1,GA2810039,11515,11513,04/01/2012,06/30/2012,04/01/2012,06/30/2012,21,3100,08/21/2012,06/18/2018
2025Q1,GA0090000,11742,11733,04/01/2023,06/30/2023,04/01/2023,06/30/2023,02,2950,11/14/2024,03/20/2025
2025Q1,GA1070003,21153,21152,02/26/2023,,02/26/2023,04/19/2023,2A,8000,11/28/2023,03/20/2025
2025Q1,GA3050010,61420,61419,01/01/2022,01/31/2022,01/01/2022,01/31/2022,3A,8000,11/28/2023,03/20/2025
2025Q1,GA0310109,10229,10225,04/01/2021,06/30/2021,04/01/2021,06/30/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA0330049,835,832,12/01/2021,12/31/2021,12/01/2021,12/31/2021,3A,8000,11/28/2023,03/20/2025
2025Q1,GA1530011,430,425,07/01/2022,09/30/2022,07/01/2022,09/30/2022,02,4010,11/28/2023,03/20/2025
2025Q1,GA1030152,7,5,03/01/2022,03/31/2022,03/01/2022,03/31/2022,3A,8000,11/28/2023,03/20/2025
2025Q1,GA3110014,21231,21227,10/05/2021,,10/05/2021,--->,34,3014,03/28/2023,03/20/2025
2025Q1,GA2410113,31417,31415,10/01/2021,10/31/2021,10/01/2021,10/31/2021,3B,8000,03/28/2023,03/20/2025
2025Q1,GA1230058,70628,70623,07/01/2020,07/31/2020,07/01/2020,07/31/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA0690083,644,640,12/22/2019,,12/22/2019,--->,2A,8000,02/23/2022,03/20/2025
2025Q1,GA0770016,34623,34578,08/24/2019,,08/24/2019,05/02/2023,2A,8000,02/23/2022,03/20/2025
2025Q1,GA0590070,11113,11111,04/01/2021,06/30/2021,04/01/2021,06/30/2021,02,4006,02/23/2022,03/20/2025
2025Q1,GA1750129,332,326,10/01/2020,,10/01/2020,02/15/2022,52,5000,05/25/2022,03/20/2025
2025Q1,GA1830017,62920,62916,10/01/2020,10/31/2020,10/01/2020,10/31/2020,3A,8000,05/25/2022,03/20/2025
2025Q1,GA0770016,34632,34613,01/30/2021,,01/30/2021,05/02/2023,2A,8000,06/27/2022,03/20/2025
2025Q1,GA0870049,10215,10212,04/01/2022,06/30/2022,04/01/2022,06/30/2022,3A,8000,11/28/2023,03/20/2025
2025Q1,GA0770016,34627,34596,10/01/2020,10/31/2020,10/01/2020,10/31/2020,3A,8000,05/25/2022,03/20/2025
2025Q1,GA0070000,34129,34126,05/01/2022,05/31/2022,05/01/2022,05/31/2022,3A,8000,11/28/2023,03/20/2025
2025Q1,GA0970002,42024,42019,04/01/2020,04/30/2020,04/01/2020,04/30/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA2090005,20326,20322,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4000,03/28/2023,03/20/2025
2025Q1,GA2090005,20326,20323,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4006,03/28/2023,03/20/2025
2025Q1,GA2090005,20326,20324,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4010,03/28/2023,03/20/2025
2025Q1,GA2210047,23393,23384,06/01/2021,06/30/2021,06/01/2021,06/30/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA3010001,12776,12770,07/01/2022,09/30/2022,07/01/2022,09/30/2022,02,2950,03/28/2023,03/20/2025
2025Q1,GA0690083,653,643,10/28/2021,,10/28/2021,--->,34,3014,03/28/2023,03/20/2025
2025Q1,GA1850329,8,4,07/01/2019,09/30/2019,07/01/2019,09/30/2019,03,4000,03/28/2023,03/20/2025
2025Q1,GA1850329,8,5,07/01/2019,09/30/2019,07/01/2019,09/30/2019,03,4006,03/28/2023,03/20/2025
2025Q1,GA1850329,8,6,07/01/2019,09/30/2019,07/01/2019,09/30/2019,03,4010,03/28/2023,03/20/2025
2025Q1,GA2510049,30916,30915,07/01/2021,07/31/2021,07/01/2021,07/31/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA1450043,117,115,07/01/2019,09/30/2019,07/01/2019,09/30/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1130016,10526,10519,05/01/2020,05/31/2020,05/01/2020,05/31/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1130016,10523,10517,02/01/2020,02/29/2020,02/01/2020,02/29/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA3190020,11,6,01/01/2020,03/31/2020,01/01/2020,03/31/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA3070001,22728,22722,01/01/2021,12/31/2021,01/01/2021,12/31/2021,03,1038,11/28/2023,03/20/2025
2025Q1,GA2170028,12029,12026,04/01/2020,04/30/2020,04/01/2020,04/30/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA0310257,339,324,10/01/2020,12/31/2020,10/01/2020,12/31/2020,03,4006,03/28/2023,03/20/2025
2025Q1,GA0310257,339,323,10/01/2020,12/31/2020,10/01/2020,12/31/2020,03,4000,03/28/2023,03/20/2025
2025Q1,GA0310257,339,325,10/01/2020,12/31/2020,10/01/2020,12/31/2020,03,4010,03/28/2023,03/20/2025
2025Q1,GA2210047,23394,23387,11/01/2021,11/30/2021,11/01/2021,11/30/2021,3A,8000,05/17/2023,03/20/2025
2025Q1,GA2410035,20556,20535,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1005,09/28/2022,03/20/2025
2025Q1,GA2410035,20556,20536,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1010,09/28/2022,03/20/2025
2025Q1,GA2410035,20556,20537,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1015,09/28/2022,03/20/2025
2025Q1,GA2410035,20556,20538,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1020,09/28/2022,03/20/2025
2025Q1,GA2410035,20556,20539,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1024,09/28/2022,03/20/2025
2025Q1,GA2410035,20556,20540,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1025,09/28/2022,03/20/2025
2025Q1,GA2410035,20556,20541,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1035,09/28/2022,03/20/2025
2025Q1,GA2410035,20556,20542,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1036,09/28/2022,03/20/2025
2025Q1,GA2410035,20556,20543,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1074,09/28/2022,03/20/2025
2025Q1,GA2410035,20556,20544,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1075,09/28/2022,03/20/2025
2025Q1,GA2410035,20556,20545,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1085,09/28/2022,03/20/2025
2025Q1,GA2410035,20556,20546,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1045,09/28/2022,03/20/2025
2025Q1,GA0270036,31138,31117,01/01/2021,12/31/2021,01/01/2021,12/31/2021,03,1038,11/28/2023,03/20/2025
2025Q1,GA1790136,38421,38418,08/01/2021,08/31/2021,08/01/2021,08/31/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA1210004,729,724,02/01/2020,02/29/2020,02/01/2020,02/29/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1690002,1019,1018,07/01/2020,07/31/2020,07/01/2020,07/31/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA2370055,21523,21520,04/01/2020,04/30/2020,04/01/2020,04/30/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA2790005,24072,24060,01/01/2021,03/31/2021,01/01/2021,03/31/2021,02,4010,02/23/2022,03/20/2025
2025Q1,GA1830034,21021,21019,09/03/2020,,09/03/2020,--->,34,3014,02/23/2022,03/20/2025
2025Q1,GA1910073,11542,11539,12/24/2020,,12/24/2020,03/19/2022,34,3014,05/25/2022,03/20/2025
2025Q1,GA1630003,1426,1422,01/01/2021,03/31/2021,01/01/2021,03/31/2021,03,1038,11/28/2023,03/20/2025
2025Q1,GA0770136,11,8,10/01/2021,10/31/2021,10/01/2021,10/31/2021,3B,8000,03/28/2023,03/20/2025
2025Q1,GA2430001,30929,30927,08/26/2020,,08/26/2020,--->,34,3014,02/23/2022,03/20/2025
2025Q1,GA1970000,22682,22680,07/01/2022,09/30/2022,07/01/2022,09/30/2022,02,4010,05/17/2023,03/20/2025
2025Q1,GA2670004,10931,10925,12/01/2021,12/31/2021,12/01/2021,12/31/2021,3A,8000,11/28/2023,03/20/2025
2025Q1,GA0510034,12661,12657,07/01/2021,09/30/2021,07/01/2021,09/30/2021,03,4000,03/28/2023,03/20/2025
2025Q1,GA0510034,12661,12658,07/01/2021,09/30/2021,07/01/2021,09/30/2021,03,4006,03/28/2023,03/20/2025
2025Q1,GA0510034,12661,12659,07/01/2021,09/30/2021,07/01/2021,09/30/2021,03,4010,03/28/2023,03/20/2025
2025Q1,GA2790010,41340,41336,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4000,03/28/2023,03/20/2025
2025Q1,GA2790010,41340,41337,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4006,03/28/2023,03/20/2025
2025Q1,GA2790010,41340,41338,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4010,03/28/2023,03/20/2025
2025Q1,GA2130030,20411,20410,07/01/2019,09/30/2019,07/01/2019,09/30/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA0690018,32434,32432,02/25/2021,,02/25/2021,10/22/2021,2A,8000,02/23/2022,03/20/2025
2025Q1,GA0770109,21611,21603,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4000,03/28/2023,03/20/2025
2025Q1,GA0770109,21611,21604,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4006,03/28/2023,03/20/2025
2025Q1,GA0770109,21611,21605,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,4010,03/28/2023,03/20/2025
2025Q1,GA0770016,34615,34592,06/01/2020,06/30/2020,06/01/2020,06/30/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA0810044,11008,10908,10/01/2007,10/31/2007,10/01/2007,10/31/2007,23,3100,02/25/2008,09/20/2021
2025Q1,GA2090001,10517,10512,10/01/2019,,10/01/2019,--->,52,5000,02/23/2022,03/20/2025
2025Q1,GA1230059,21329,21328,07/01/2020,07/31/2020,07/01/2020,07/31/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA3010001,12768,12762,01/01/2021,03/31/2021,01/01/2021,03/31/2021,02,2456,02/23/2022,03/20/2025
2025Q1,GA3010001,12768,12764,01/01/2021,03/31/2021,01/01/2021,03/31/2021,02,2950,02/23/2022,03/20/2025
2025Q1,GA2850070,519,517,10/01/2019,12/31/2019,10/01/2019,12/31/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA0590070,11114,11112,07/01/2021,09/30/2021,07/01/2021,09/30/2021,02,4006,02/23/2022,03/20/2025
2025Q1,GA1750054,20815,20813,10/01/2019,10/31/2019,10/01/2019,10/31/2019,3B,8000,02/23/2022,03/20/2025
2025Q1,GA0510206,10417,10413,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1038,09/28/2022,03/20/2025
2025Q1,GA3110112,6,3,10/01/2020,12/31/2020,10/01/2020,12/31/2020,3A,8000,05/25/2022,03/20/2025
2025Q1,GA2670042,41520,41517,10/01/2020,,10/01/2020,03/04/2021,52,5000,05/25/2022,03/20/2025
2025Q1,GA1130012,41157,41145,10/19/2021,,10/19/2021,01/31/2023,34,3014,05/17/2023,03/20/2025
2025Q1,GA1750133,5,1,07/01/2021,09/30/2021,07/01/2021,09/30/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA1030122,1028,1016,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA1030122,1028,1017,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA1030122,1028,1018,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA1030122,1028,1019,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA1030122,1028,1020,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA1030122,1028,1021,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA1030122,1028,1022,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA1030122,1028,1023,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA1030122,1028,1024,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA1030122,1028,1025,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA1030122,1028,1026,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA1030122,1028,1027,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA1830044,633,632,04/01/2022,04/30/2022,04/01/2022,04/30/2022,3A,8000,11/28/2023,03/20/2025
2025Q1,GA0310218,10816,10814,04/01/2020,06/30/2020,04/01/2020,06/30/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA0810003,10217,10216,10/01/2019,12/31/2019,10/01/2019,12/31/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA0510128,11223,11220,08/01/2020,08/31/2020,08/01/2020,08/31/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA0310282,10,8,02/01/2020,02/29/2020,02/01/2020,02/29/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1270019,10315,10312,10/01/2019,12/31/2019,10/01/2019,12/31/2019,3A,8000,02/23/2022,03/20/2025
2025Q1,GA0770016,34616,34594,07/01/2020,07/31/2020,07/01/2020,07/31/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA0590054,44128,44126,01/01/2021,01/31/2021,01/01/2021,01/31/2021,3A,8000,06/27/2022,03/20/2025
2025Q1,GA1190051,51300,51286,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1038,09/28/2022,03/20/2025
2025Q1,GA1630011,31625,31621,07/01/2021,07/31/2021,07/01/2021,07/31/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA0610001,21724,21720,08/08/2019,,08/08/2019,09/07/2021,34,3014,02/23/2022,03/20/2025
2025Q1,GA1910019,11418,11417,10/01/2021,,10/01/2021,02/06/2024,52,5000,05/17/2023,03/20/2025
2025Q1,GA2890001,11261,11255,03/01/2021,03/31/2021,03/01/2021,03/31/2021,3A,8000,11/17/2022,03/20/2025
2025Q1,GA1370005,22024,22022,11/01/2021,11/30/2021,11/01/2021,11/30/2021,3A,8000,05/17/2023,03/20/2025
2025Q1,GA3050003,22123,22120,07/30/2020,,07/30/2020,07/28/2022,34,3014,02/23/2022,03/20/2025
2025Q1,GA1370000,40737,40730,01/01/2021,12/31/2021,01/01/2021,12/31/2021,03,1038,11/28/2023,03/20/2025
2025Q1,GA3030006,11728,11724,01/01/2020,12/31/2020,01/01/2020,12/31/2020,03,1038,09/28/2022,03/20/2025
2025Q1,GA0570023,11526,11521,02/01/2022,02/28/2022,02/01/2022,02/28/2022,3A,8000,11/28/2023,03/20/2025
2025Q1,GA2450002,61048,61038,01/01/2022,01/31/2022,01/01/2022,01/31/2022,3A,8000,11/28/2023,03/20/2025
2025Q1,GA0510206,10415,10411,07/01/2020,09/30/2020,07/01/2020,09/30/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA3110112,5,1,01/01/2020,03/31/2020,01/01/2020,03/31/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1450006,126,112,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA1450006,126,113,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA1450006,126,114,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA1450006,126,115,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA1450006,126,116,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA1450006,126,117,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA1450006,126,118,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA1450006,126,119,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA1450006,126,120,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA1450006,126,121,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA1450006,126,122,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA1450006,126,123,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA2790005,24066,24053,10/01/2020,12/31/2020,10/01/2020,12/31/2020,03,4000,02/23/2022,03/20/2025
2025Q1,GA2790005,24066,24054,10/01/2020,12/31/2020,10/01/2020,12/31/2020,03,4006,02/23/2022,03/20/2025
2025Q1,GA2790005,24066,24055,10/01/2020,12/31/2020,10/01/2020,12/31/2020,03,4010,02/23/2022,03/20/2025
2025Q1,GA3010001,12766,12761,04/01/2021,06/30/2021,04/01/2021,06/30/2021,02,2950,02/23/2022,03/20/2025
2025Q1,GA1950003,11032,11029,07/01/2023,09/30/2023,07/01/2023,09/30/2023,02,1025,05/21/2024,03/20/2025
2025Q1,GA1570000,1421,1414,01/01/2014,12/31/2019,01/01/2014,12/31/2019,03,4000,03/28/2023,03/20/2025
2025Q1,GA1570000,1421,1415,01/01/2014,12/31/2019,01/01/2014,12/31/2019,03,4006,03/28/2023,03/20/2025
2025Q1,GA1570000,1421,1416,01/01/2014,12/31/2019,01/01/2014,12/31/2019,03,4010,03/28/2023,03/20/2025
2025Q1,GA1030084,21353,21341,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA1030084,21353,21342,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA1030084,21353,21343,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA1030084,21353,21344,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA1030084,21353,21345,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA1030084,21353,21346,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA1030084,21353,21347,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
2025Q1,GA1030084,21353,21348,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1036,02/23/2022,03/20/2025
2025Q1,GA1030084,21353,21349,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1074,02/23/2022,03/20/2025
2025Q1,GA1030084,21353,21350,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1075,02/23/2022,03/20/2025
2025Q1,GA1030084,21353,21351,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1085,02/23/2022,03/20/2025
2025Q1,GA1030084,21353,21352,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1045,02/23/2022,03/20/2025
2025Q1,GA1610021,42037,42033,01/01/2014,12/31/2019,01/01/2014,12/31/2019,03,4000,03/28/2023,03/20/2025
2025Q1,GA1610021,42037,42034,01/01/2014,12/31/2019,01/01/2014,12/31/2019,03,4006,03/28/2023,03/20/2025
2025Q1,GA1610021,42037,42035,01/01/2014,12/31/2019,01/01/2014,12/31/2019,03,4010,03/28/2023,03/20/2025
2025Q1,GA1130016,10524,10516,01/01/2020,01/31/2020,01/01/2020,01/31/2020,3A,8000,02/23/2022,03/20/2025
2025Q1,GA1250000,10831,10830,01/01/2022,03/31/2022,01/01/2022,03/31/2022,02,4010,11/17/2022,03/20/2025
2025Q1,GA0390001,29335,29331,05/01/2021,05/31/2021,05/01/2021,05/31/2021,3A,8000,11/17/2022,03/20/2025
2025Q1,GA0770016,34639,34605,04/01/2021,04/30/2021,04/01/2021,04/30/2021,3A,8000,11/17/2022,03/20/2025
2025Q1,GA1090045,3,2,07/01/2021,09/30/2021,07/01/2021,09/30/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA0390001,29334,29329,01/29/2020,,01/29/2020,--->,34,3014,02/23/2022,03/20/2025
2025Q1,GA2210062,1029,1022,06/01/2021,06/30/2021,06/01/2021,06/30/2021,3A,8000,03/28/2023,03/20/2025
2025Q1,GA1330065,2216,2210,10/01/2021,12/31/2021,10/01/2021,12/31/2021,03,4000,11/28/2023,03/20/2025
2025Q1,GA1330065,2216,2211,10/01/2021,12/31/2021,10/01/2021,12/31/2021,03,4006,11/28/2023,03/20/2025
2025Q1,GA1330065,2216,2212,10/01/2021,12/31/2021,10/01/2021,12/31/2021,03,4010,11/28/2023,03/20/2025
2025Q1,GA3050022,61157,61145,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1005,02/23/2022,03/20/2025
2025Q1,GA3050022,61157,61146,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1010,02/23/2022,03/20/2025
2025Q1,GA3050022,61157,61147,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1015,02/23/2022,03/20/2025
2025Q1,GA3050022,61157,61148,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1020,02/23/2022,03/20/2025
2025Q1,GA3050022,61157,61149,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1024,02/23/2022,03/20/2025
2025Q1,GA3050022,61157,61150,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1025,02/23/2022,03/20/2025
2025Q1,GA3050022,61157,61151,01/01/2017,12/31/2019,01/01/2017,12/31/2019,03,1035,02/23/2022,03/20/2025
