SUBMISSIONYEARQUARTER,PWSID,EVENT_SCHEDULE_ID,EVENT_END_DATE,EVENT_ACTUAL_DATE,EVENT_COMMENTS_TEXT,EVENT_MILESTONE_CODE,EVENT_REASON_CODE,FIRST_REPORTED_DATE,LAST_REPORTED_DATE
2025Q1,GA1750002,LSLI-GA70045,10/15/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1750003,LSLI-GA69531,10/15/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA1750004,LSLI-GA72377,10/09/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA1750004,PBSL-GA74636,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA1750005,LSLI-GA72873,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA1750005,PBSL-GA74637,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA1750006,LSLI-GA72875,10/15/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA1750013,LSLI-GA69533,10/07/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA1750013,TTT-GA744386174490,11/13/2024,11/22/2024,LVL1 TTT MULTIPLE TC +;6174490;Sample Lab ID:BT42594 Sample Collection Date:2024-10-23 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,02/11/2025,03/20/2025
2025Q1,GA1750014,COR-GA437493371,07/17/2020,10/15/2020,"120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-Well #102 has a hole in the sanitary seal, where the wire conduit enters the well.",SDFF,GW,02/16/2021,12/21/2023
2025Q1,GA1750014,COR-GA437513372,09/08/2020,10/15/2020,120 DAYS TO COMPLETE ACTION GWR;SR7-OTHER-Well #103 was missing the required riser pipe screen,SDFF,GW,02/16/2021,12/21/2023
2025Q1,GA1750014,LSLI-GA70047,09/23/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA1750016,COR-GA438513379,09/21/2020,10/22/2020,120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-During the inspection it was observed that there was a hole in the sanitary seal where the wire conduit enters the well,SDFF,GW,02/16/2021,12/21/2023
2025Q1,GA1750016,COR-GA438533380,09/21/2020,10/22/2020,120 DAYS TO COMPLETE ACTION GWR;DS1-UNDETECTABLE DISINFECTION RESIDUAL(S)-The chlorine injection point was found to be broken by the operator on the day of the inspection.,SDFF,GW,02/16/2021,12/21/2023
2025Q1,GA1750016,COR-GA644853595,04/18/2023,07/26/2023,120 DAYS TO COMPLETE ACTION GWR;DS1-UNDETECTABLE DISINFECTION RESIDUAL(S)-The water within the system did not contain the required concentration of free chlorine residual,SDFF,GW,11/28/2023,03/20/2025
2025Q1,GA1750016,LSLI-GA70049,10/15/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA1750016,PBSL-GA74638,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA1750017,COR-GA294302741,,11/03/2017,"120 DAYS TO COMPLETE ACTION GWR;SR3-INADEQUATE CASING AND/OR GROUTING-Well No. 1 is inoperative due to a collapsed casing and/or screen deterioration which if it was used, sand would be pumped to the water distribution system. Currently the well head discharge piping is capped. Condition No. 4 of the Permit lists Well No. 1 as an active and permanent well.",SDFF,GW,02/21/2018,12/15/2020
2025Q1,GA1750017,COR-GA294322742,07/18/2017,11/03/2017,120 DAYS TO COMPLETE ACTION GWR;DS1-UNDETECTABLE DISINFECTION RESIDUAL(S)-At the time of inspection there was no free chlorine residual detected in the distribution system and per the operator this was due to a liquid sodium hypochlorite chemical feed pump malfunction.,SDFF,GW,02/21/2018,12/15/2020
2025Q1,GA1750017,LSLI-GA71047,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1750026,LSLI-GA72877,10/15/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA1750030,COR-GA214872461,09/28/2015,02/04/2016,120 DAYS TO COMPLETE ACTION GWR;TR1-DISINFECTION SYSTEM IS NOT OPERATING PROPERLY-At the time of the inspection there was no free chlorine residual detected in the distribution system due to a liquid sodium hypochlorite pulsa-feeder pump discharge line having come off.,SDFF,GW,05/13/2016,03/20/2025
2025Q1,GA1750030,LSLI-GA71049,06/23/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,08/12/2024,03/20/2025
2025Q1,GA1750033,LSLI-GA72879,10/15/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA1750035,COR-GA644303594,02/23/2023,06/21/2023,120 DAYS TO COMPLETE ACTION GWR;DS1-UNDETECTABLE DISINFECTION RESIDUAL(S)-The water system did not contain the required concentration of free chlorine residual.,SDFF,GW,08/10/2023,03/20/2025
2025Q1,GA1750035,LSLI-GA69535,09/30/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA1750035,PBSL-GA74639,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA1750043,COR-GA481793421,05/19/2021,07/03/2021,120 DAYS TO COMPLETE ACTION GWR;DS3-INADEQUATE CROSS-CONNECTION/BACKFLOW PREVENTION-During the inspection it was stated that there were multiple homes that had private wells that were connected to the water system. It was stated that the homeowners used their private wells when the public water system was not operating during maintenance. Each of these connections to a private well constitutes a cross connection.,SDFF,GW,11/22/2021,09/19/2024
2025Q1,GA1750043,LSLI-GA70555,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1750092,COR-GA212372296,01/21/2015,03/07/2015,120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-Opening around submersible pump wiring through sanitary seal in casing should be filled/repaired.,SDFF,GW,05/19/2015,03/12/2020
2025Q1,GA1750092,LSLI-GA72881,08/29/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/11/2025,03/20/2025
2025Q1,GA1750104,LSLI-GA72883,06/27/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,08/12/2024,03/20/2025
2025Q1,GA1750110,LSLI-GA70051,10/15/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA1750124,TTT-GA333874288448,06/26/2018,04/20/2018,LVL1 TTT TC+/EC- WO RPTS;4288448;Sample Lab ID:BR99322 Sample Collection Date:2018-03-21 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TC,08/16/2018,03/20/2025
2025Q1,GA1750125,LSLI-GA69759,09/25/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA1750125,TTT-GA598265487793,08/15/2022,09/07/2022,LVL1 TTT MULTIPLE TC +;5487793;Sample Lab ID:P@E3037822 Sample Collection Date:2022-08-08 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,11/17/2022,03/20/2025
2025Q1,GA1750126,LSLI-GA72083,08/01/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA1750129,COR-GA212212236,04/02/2015,05/07/2015,120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-,SDFF,GW,08/24/2015,03/20/2025
2025Q1,GA1750129,LSLI-GA69803,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1750130,LSLI-GA70313,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1750133,LSLI-GA70321,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1770000,LSLI-GA70557,10/14/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/11/2025,03/20/2025
2025Q1,GA1770000,PBSL-GA74640,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA1770001,COR-GA262392633,06/06/2017,08/23/2017,120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-There was a hole at the entrance point for the depth guage going into the cover plate of well 102 that needs to be sealed.,SDFF,GW,11/15/2017,09/21/2020
2025Q1,GA1770001,LSLI-GA72379,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1770003,LSLI-GA70053,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA1770004,COR-GA176202225,12/20/2014,03/20/2015,120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-The opening for the submersible pump power cord on well #1 was not sealed.,SDFF,GW,05/19/2015,03/12/2020
2025Q1,GA1770004,LSLI-GA71943,10/09/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1770006,LSLI-GA69537,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1770008,LSLI-GA69539,10/14/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/11/2025,03/20/2025
2025Q1,GA1770008,PBSL-GA74641,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA1770010,COR-GA211712253,03/09/2014,07/08/2014,120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-Quite a bit of vegetation growing around the well casing; it was not possible to determine if the seal is intact.,SDFF,GW,05/19/2015,03/12/2020
2025Q1,GA1770010,COR-GA256562612,08/31/2017,08/31/2017,120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-,SDFF,GW,11/15/2017,09/21/2020
2025Q1,GA1770011,LSLI-GA71505,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA1770015,LSLI-GA71507,10/15/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1770017,COR-GA176442228,03/25/2015,05/08/2015,120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-The opening for the submersible pump power cord was not sealed.,SDFF,GW,08/24/2015,03/12/2020
2025Q1,GA1770017,COR-GA297032802,03/15/2018,05/30/2018,120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-,SDFF,GW,08/16/2018,06/17/2021
2025Q1,GA1770022,LSLI-GA72885,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA1770024,LSLI-GA70559,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA1770026,COR-GA175732194,09/27/2013,01/30/2014,120 DAYS TO COMPLETE ACTION GWR;DS1-UNDETECTABLE DISINFECTION RESIDUAL(S)-,SDFF,GW,11/17/2014,03/12/2020
2025Q1,GA1770026,COR-GA175742195,09/27/2013,01/30/2014,120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-,SDFF,GW,11/17/2014,03/12/2020
2025Q1,GA1770026,COR-GA255082564,09/22/2017,09/30/2017,120 DAYS TO COMPLETE ACTION GWR;ST6-SEVERE LEAKAGE AT THE TANK-,SDFF,GW,11/15/2017,09/21/2020
2025Q1,GA1770026,LSLI-GA71051,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1770029,COR-GA255862589,01/03/2017,05/04/2017,"120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-The facility does not appear to be in compliance with the Permit Condition No. 12 which states:   The permittee shall provide sanitary protection for each source of water supply, as specified in Section 391-3-5-.07 of the Rules for Safe Drinking Water. There were exposed cracks along the cover plate of the source well that need to be sealed to prevent contamination from entering into the source well. In addition, the exposed casing between the concrete pad and the cover plate appear to be in poor condition, some parts of the casing appear to be cracked and should be evaluated for repair or replacement.",SDFF,GW,09/06/2017,06/24/2020
2025Q1,GA1770029,LSLI-GA70055,10/05/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA1770039,LSLI-GA70561,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1770060,LSLI-GA72887,10/17/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA1770066,COR-GA175852204,09/27/2013,01/30/2014,120 DAYS TO COMPLETE ACTION GWR;DS1-UNDETECTABLE DISINFECTION RESIDUAL(S)-,SDFF,GW,11/17/2014,03/12/2020
2025Q1,GA1770066,LSLI-GA69541,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA1770068,COR-GA212132281,04/22/2015,08/06/2015,120 DAYS TO COMPLETE ACTION GWR;DS1-UNDETECTABLE DISINFECTION RESIDUAL(S)-A free chlorine residual could not be detected at a residence in Glendale Subdivision.,SDFF,GW,11/19/2015,03/12/2020
2025Q1,GA1770068,LSLI-GA71053,10/03/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/11/2025,03/20/2025
2025Q1,GA1770068,PBSL-GA74642,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA1770068,TTT-GA595970,07/28/2022,08/14/2022,LVL1 TTT MULTIPLE TC +;0;Sample Lab ID: Sample Collection Date: Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,11/17/2022,03/20/2025
2025Q1,GA1770074,LSLI-GA69543,01/06/2025,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1790000,LSLI-GA69545,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA1790001,LSLI-GA69547,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA1790001,TTT-GA742716179935,,11/27/2024,LVL1 TTT MULTIPLE TC +;6179935;Sample Lab ID:BT42678 Sample Collection Date:2024-10-28 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,12/18/2024,03/20/2025
2025Q1,GA1790005,LSLI-GA70057,10/13/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA1790005,PBSL-GA74643,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA1790007,LSLI-GA71509,10/13/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA1790007,PBSL-GA74644,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA1790012,LSLI-GA72381,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA1790014,LSLI-GA71945,10/15/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA1790014,PBSL-GA74645,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA1790018,LSLI-GA72383,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1790020,LSLI-GA71947,10/11/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA1790020,TTT-GA651615784748,08/15/2023,09/06/2023,LVL1 TTT MULTIPLE TC +;5784748;Sample Lab ID:BT18299 Sample Collection Date:2023-08-07 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,11/28/2023,03/20/2025
2025Q1,GA1790020,TTT-GA655515828149,09/29/2023,10/20/2023,LVL 2 TTT MULTIPLE TC + 2ND LVL 1-12 MN;5828149;Sample Lab ID:BT20899 Sample Collection Date:2023-09-20 Assessment conducted: Site Visit/Assessment Number:,RTL2,L2TB,02/28/2024,03/20/2025
2025Q1,GA1790021,LSLI-GA70563,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1790022,LSLI-GA71511,10/17/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/11/2025,03/20/2025
2025Q1,GA1790024,LSLI-GA72889,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA1790027,COR-GA295672624,05/02/2017,08/02/2017,120 DAYS TO COMPLETE ACTION GWR;TR1-DISINFECTION SYSTEM IS NOT OPERATING PROPERLY-,SDFF,GW,11/15/2017,12/15/2020
2025Q1,GA1790027,COR-GA295682625,05/02/2017,08/02/2017,120 DAYS TO COMPLETE ACTION GWR;OC1-NO CERTIFIED OPERATOR-Operator license has expired,SDFF,GW,11/15/2017,12/15/2020
2025Q1,GA1790027,LSLI-GA71949,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1790029,LSLI-GA72385,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1790029,TTT-GA437474892590,09/28/2020,09/18/2020,LVL1 TTT TC+/EC- WO RPTS;4892590;Sample Lab ID:BS54795 Sample Collection Date:2020-08-19 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TC,11/16/2020,12/21/2023
2025Q1,GA1790030,LSLI-GA70565,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1790030,TTT-GA344524377113,10/03/2018,09/19/2018,LVL1 TTT MULTIPLE TC +;4377113;Sample Lab ID:BS09421 Sample Collection Date:2018-08-20 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,02/15/2019,03/20/2025
2025Q1,GA1790030,TTT-GA602345505218,01/04/2023,09/29/2022,LVL1 TTT MULTIPLE TC +;5505218;Sample Lab ID:BS98971 Sample Collection Date:2022-08-30 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,11/17/2022,03/20/2025
2025Q1,GA1790035,LSLI-GA71951,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA1790037,LSLI-GA71513,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1790048,LSLI-GA70059,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1790048,TTT-GA433014747255,03/10/2020,03/19/2020,LVL1 TTT MULTIPLE TC +;4747255;Sample Lab ID:HIN0220100 Sample Collection Date:2020-02-18 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TD,05/07/2020,03/28/2023
2025Q1,GA1790087,LSLI-GA70567,10/17/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/11/2025,03/20/2025
2025Q1,GA1790093,LSLI-GA70061,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1790094,LSLI-GA71055,10/17/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/11/2025,03/20/2025
2025Q1,GA1790096,LSLI-GA69549,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1790098,LSLI-GA70063,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
2025Q1,GA1790104,LSLI-GA72891,10/17/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/11/2025,03/20/2025
2025Q1,GA1790121,LSLI-GA72893,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1790122,COR-GA337743052,11/27/2018,12/18/2018,120 DAYS TO COMPLETE ACTION GWR;SR4-USE OF UNAPPROVED WELL-Shrimp Docks at Sunbury WSID #1790150 is no longer an active source,SDFF,GW,02/15/2019,03/28/2023
2025Q1,GA1790122,LSLI-GA70065,10/17/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/11/2025,03/20/2025
2025Q1,GA1790123,LSLI-GA70067,08/21/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA1790124,LSLI-GA69551,10/05/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA1790124,TTT-GA256594017116,06/26/2018,02/03/2017,LVL1 TTT TC+/EC- WO RPTS;4017116;Sample Lab ID:HIN0117022 Sample Collection Date:2017-01-04 Assessment conducted: Site Visit/Assessment Number:,RTL1,L1TC,05/26/2017,09/28/2022
2025Q1,GA1790125,COR-GA434373353,01/29/2021,01/29/2021,120 DAYS TO COMPLETE ACTION GWR;SR4-USE OF UNAPPROVED WELL-Unpermitted second source,SDFF,GW,05/14/2021,03/26/2024
2025Q1,GA1790125,COR-GA434393354,01/29/2021,01/29/2021,120 DAYS TO COMPLETE ACTION GWR;SR7-OTHER-25 unapproved connections and expansion of the system,SDFF,GW,05/14/2021,03/26/2024
2025Q1,GA1790125,LSLI-GA72387,10/11/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA1790126,1226,,11/26/1994,,DEEM,B1,11/15/2005,11/16/2007
2025Q1,GA1790126,1229,,11/26/1994,,DEEM,B1,03/23/2005,03/23/2005
2025Q1,GA1790126,LSLI-GA72389,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1790130,LSLI-GA71953,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1790132,LSLI-GA70069,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1790134,COR-GA213732401,06/27/2011,10/12/2011,120 DAYS TO COMPLETE ACTION GWR;OC1-NO CERTIFIED OPERATOR-,SDFF,GW,08/24/2015,03/12/2020
2025Q1,GA1790134,COR-GA255652565,02/24/2017,02/25/2017,120 DAYS TO COMPLETE ACTION GWR;OC1-NO CERTIFIED OPERATOR-Operator certificate expired on 6/30/2007,SDFF,GW,05/26/2017,03/12/2020
2025Q1,GA1790134,LSLI-GA70569,10/17/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/11/2025,03/20/2025
2025Q1,GA1790135,LSLI-GA72895,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1790136,LSLI-GA71057,10/02/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1790144,LSLI-GA72897,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1790145,LSLI-GA71059,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1790148,COR-GA334482962,06/19/2018,06/21/2018,120 DAYS TO COMPLETE ACTION GWR;TR1-DISINFECTION SYSTEM IS NOT OPERATING PROPERLY-Residual disinfectant concentration not detected during sanitary survey.,SDFF,GW,08/16/2018,03/20/2025
2025Q1,GA1790148,COR-GA334492963,06/19/2018,06/21/2018,120 DAYS TO COMPLETE ACTION GWR;SR1-SOURCE SUSCEPTIBLE TO SANITARY RISK-Riser pipe lacking protective screen.,SDFF,GW,08/16/2018,03/20/2025
2025Q1,GA1790148,LSLI-GA70737,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1790151,LSLI-GA71227,09/18/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA1790152,LSLI-GA70759,10/11/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA1790153,LSLI-GA70765,,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,03/20/2025,
2025Q1,GA1790157,LSLI-GA72105,10/13/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/11/2025,03/20/2025
2025Q1,GA1790158,LSLI-GA72609,08/22/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA1790159,LSLI-GA69777,08/22/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,09/19/2024,03/20/2025
2025Q1,GA1790161,LSLI-GA72113,08/22/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA1790164,LSLI-GA71709,08/22/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,11/14/2024,03/20/2025
2025Q1,GA1790170,LSLI-GA70301,10/16/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,12/18/2024,03/20/2025
2025Q1,GA1790170,PBSL-GA74646,,07/01/2025,CERTIFY LEAD SL NOTIFICATION,PBSL,SLCN,03/20/2025,
2025Q1,GA1810000,LSLI-GA71955,10/09/2024,10/16/2024,SUBMIT LEAD SERVICE LINE INVENTORY,LSLI,INIT,02/24/2025,03/20/2025
