SUBMISSIONYEARQUARTER,PWSID,VISIT_ID,VISIT_DATE,AGENCY_TYPE_CODE,VISIT_REASON_CODE,MANAGEMENT_OPS_EVAL_CODE,SOURCE_WATER_EVAL_CODE,SECURITY_EVAL_CODE,PUMPS_EVAL_CODE,OTHER_EVAL_CODE,COMPLIANCE_EVAL_CODE,DATA_VERIFICATION_EVAL_CODE,TREATMENT_EVAL_CODE,FINISHED_WATER_STOR_EVAL_CODE,DISTRIBUTION_EVAL_CODE,FINANCIAL_EVAL_CODE,VISIT_COMMENTS,FIRST_REPORTED_DATE,LAST_REPORTED_DATE
2025Q1,GA1270017,3,08/11/2014,ST,SNSV,N,N,N,N,Z,N,R,N,R,R,X,,11/17/2014,03/12/2020
2025Q1,GA1270017,4,02/12/2019,ST,SNSV,N,N,N,Z,N,N,N,N,N,N,X,,05/21/2019,03/17/2022
2025Q1,GA1270017,5,10/18/2022,ST,SNSV,R,M,N,X,Z,N,N,M,N,R,X,,02/15/2023,03/20/2025
2025Q1,GA1270019,1,04/03/2009,ST,SNSV,N,N,,N,X,N,N,N,N,N,,,08/20/2009,06/18/2018
2025Q1,GA1270019,2,08/25/2014,ST,SNSV,R,N,N,N,N,N,M,N,R,R,X,,11/17/2014,03/12/2020
2025Q1,GA1270019,3,05/06/2019,ST,SNSV,N,R,N,Z,N,N,N,N,N,N,X,,08/14/2019,06/27/2022
2025Q1,GA1270019,4,06/26/2024,ST,SNSV,N,N,N,Z,Z,N,N,N,N,N,X,,08/12/2024,03/20/2025
2025Q1,GA1270021,1,12/16/2011,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,08/16/2013,03/12/2020
2025Q1,GA1270021,2,12/19/2016,ST,SNSV,N,S,N,N,N,N,R,N,Z,R,X,,03/09/2017,03/12/2020
2025Q1,GA1270021,3,10/12/2021,ST,SNSV,N,M,N,M,Z,N,M,R,N,M,X,,02/23/2022,12/18/2024
2025Q1,GA1270023,1,12/15/2003,ST,SNSV,N,N,,N,X,N,N,N,N,N,,,11/15/2005,06/18/2018
2025Q1,GA1270025,1,04/15/2004,ST,SNSV,N,R,,N,X,N,N,R,N,N,,,11/15/2005,05/18/2007
2025Q1,GA1270025,2,06/02/2008,ST,SNSV,N,N,,N,X,N,N,R,N,N,,,12/03/2008,08/18/2011
2025Q1,GA1270025,3,05/07/2013,ST,SNSV,N,M,N,Z,Z,N,N,N,N,N,Z,,02/22/2016,03/12/2020
2025Q1,GA1270025,4,07/20/2016,ST,SNSV,N,N,N,N,X,N,N,N,N,N,X,,11/23/2016,03/12/2020
2025Q1,GA1270025,5,03/23/2021,ST,SNSV,N,N,N,Z,N,N,N,N,N,N,X,,05/14/2021,06/20/2024
2025Q1,GA1270027,1,07/11/2008,ST,SNSV,N,N,,N,X,N,N,N,N,N,,,03/13/2009,03/12/2020
2025Q1,GA1270027,2,05/09/2013,ST,SNSV,N,N,N,Z,N,N,N,N,N,N,X,,05/16/2014,06/27/2023
2025Q1,GA1270028,1,11/05/2003,ST,SNSV,N,R,,N,X,N,N,R,N,N,,,11/15/2005,11/22/2006
2025Q1,GA1270028,2,12/20/2007,ST,SNSV,R,N,,N,X,N,R,N,N,N,,,05/28/2008,02/18/2011
2025Q1,GA1270028,3,04/11/2013,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,Z,,02/22/2016,03/12/2020
2025Q1,GA1270028,4,03/27/2018,ST,SNSV,M,N,N,N,Z,N,Z,M,M,N,Z,,05/04/2018,03/17/2021
2025Q1,GA1270028,5,03/16/2021,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,Z,,05/14/2021,03/26/2024
2025Q1,GA1270029,1,07/14/2005,ST,SNSV,N,M,,N,N,N,N,N,N,N,,,11/15/2005,08/25/2008
2025Q1,GA1270029,2,05/21/2008,ST,SNSV,R,M,,R,R,R,R,M,M,M,,,08/25/2008,05/26/2011
2025Q1,GA1270029,3,03/18/2013,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,05/16/2014,03/12/2020
2025Q1,GA1270029,4,10/26/2017,ST,SNSV,N,R,N,Z,M,N,R,N,N,N,X,,02/21/2018,12/15/2020
2025Q1,GA1270029,5,11/22/2022,ST,SNSV,R,N,N,Z,Z,N,N,R,R,R,X,,02/15/2023,03/20/2025
2025Q1,GA1270030,1,11/08/2017,ST,SNSV,N,N,N,Z,N,N,R,N,N,N,X,,02/21/2018,03/20/2025
2025Q1,GA1270030,2,10/24/2022,ST,SNSV,N,R,N,Z,Z,N,N,N,N,R,X,,02/15/2023,03/20/2025
2025Q1,GA1270030,3,11/08/2023,ST,LV1A,Z,N,Z,M,Z,Z,Z,M,N,M,Z,"On September 17 our well pump was knocked out in a storm. We lost pressure and had no water for around 24 hours. On October 20 it was found that our chlorinator was not working, thus water was not being properly sanitized. On 9/18 the pump, motor and control box. Chlorinator was not working. On 10/24, a new chlorinator was installed.",02/28/2024,03/20/2025
2025Q1,GA1270031,#1,12/13/2001,,SNSV,,,,,,,,,,,,,09/13/2003,
2025Q1,GA1270031,2,04/15/2004,ST,SNSV,N,N,,M,X,N,N,N,N,N,,,11/15/2005,05/18/2007
2025Q1,GA1270031,3,04/30/2007,ST,SNSV,N,N,,N,N,N,N,N,N,N,,,08/29/2007,05/18/2010
2025Q1,GA1270031,4,04/26/2007,ST,SNSV,N,N,,N,N,N,N,N,N,N,,,08/29/2007,05/18/2010
2025Q1,GA1270031,5,07/07/2011,ST,SNSV,N,N,N,Z,N,N,R,N,N,N,X,,03/01/2012,12/15/2020
2025Q1,GA1270031,7,03/29/2021,ST,SNSV,N,N,N,Z,N,N,N,N,N,N,X,,05/14/2021,06/20/2024
2025Q1,GA1270033,1,10/01/2003,ST,SNSV,N,R,,N,X,N,N,N,N,N,,,11/15/2005,11/22/2006
2025Q1,GA1270033,2,07/14/2005,ST,SNSV,N,N,,N,N,N,N,N,N,N,,,11/15/2005,08/25/2008
2025Q1,GA1270033,4,07/12/2011,ST,SNSV,N,R,N,Z,N,N,R,N,N,N,X,,03/01/2012,12/15/2020
2025Q1,GA1270033,5,02/18/2014,ST,SNSV,N,M,Z,Z,Z,Z,N,M,N,M,Z,,11/23/2016,03/12/2020
2025Q1,GA1270033,6,07/13/2017,ST,SNSV,N,R,N,Z,Z,R,R,N,N,N,X,,11/15/2017,09/21/2020
2025Q1,GA1270033,7,01/07/2020,ST,SNSV,N,N,N,Z,N,N,R,N,R,R,X,,05/07/2020,03/28/2023
2025Q1,GA1270033,8,08/18/2020,ST,LV1A,N,N,X,N,X,X,X,N,N,N,X,,11/16/2020,12/21/2023
2025Q1,GA1270033,9,08/19/2022,ST,LV1A,N,N,N,N,N,N,N,M,N,N,N,Chlorine pump was going bad and needed replacing. Replaced 8/1/2022.,11/17/2022,03/20/2025
2025Q1,GA1270034,1,04/14/2005,ST,SNSV,N,M,,N,X,N,N,S,N,N,,,11/15/2005,06/18/2018
2025Q1,GA1270035,2,10/03/2006,ST,SNSV,N,N,,N,N,N,N,N,N,N,,,02/13/2007,11/16/2009
2025Q1,GA1270035,3,10/21/2009,ST,SNSV,R,M,,N,X,N,N,M,N,N,,,02/16/2010,06/18/2018
2025Q1,GA1270035,5,12/15/2017,ST,SNSV,N,N,N,Z,N,N,N,N,N,N,X,,02/21/2018,12/15/2020
2025Q1,GA1270035,6,12/13/2022,ST,SNSV,N,R,N,Z,Z,N,N,N,M,M,X,,02/15/2023,03/20/2025
2025Q1,GA1270036,2,04/26/2007,ST,SNSV,N,N,,N,N,N,N,N,N,N,,,08/29/2007,05/18/2010
2025Q1,GA1270036,3,01/26/2010,ST,SNSV,N,N,,N,X,N,M,N,N,N,,,05/18/2010,06/18/2018
2025Q1,GA1270036,4,03/22/2013,ST,SNSV,R,R,N,Z,N,R,R,N,N,N,X,,05/16/2014,12/15/2020
2025Q1,GA1270036,5,08/19/2016,ST,SNSV,N,N,N,N,X,N,N,N,N,N,X,,11/23/2016,03/12/2020
2025Q1,GA1270036,6,11/19/2018,ST,SNSV,N,M,M,Z,Z,N,M,N,R,M,X,,02/15/2019,12/20/2021
2025Q1,GA1270036,7,03/23/2022,ST,SNSV,N,N,N,N,N,N,N,N,N,R,N,,05/25/2022,03/20/2025
2025Q1,GA1270037,1,08/27/2004,ST,SNSV,R,N,,N,X,N,R,N,N,N,,,03/21/2012,06/18/2018
2025Q1,GA1270037,2,07/18/2007,ST,SNSV,N,N,,N,N,N,N,N,N,N,,,11/16/2007,03/12/2020
2025Q1,GA1270037,3,01/27/2010,ST,SNSV,N,N,,N,X,N,N,N,N,N,,,05/18/2010,03/12/2020
2025Q1,GA1270037,4,05/17/2013,ST,SNSV,R,R,N,Z,N,N,N,N,N,R,X,,05/16/2014,06/27/2023
2025Q1,GA1270037,5,09/20/2016,ST,SNSV,N,R,R,N,X,N,N,N,N,Z,X,,11/23/2016,03/20/2025
2025Q1,GA1270037,6,01/09/2019,ST,SNSV,R,R,R,Z,N,N,N,N,N,N,X,,05/21/2019,03/20/2025
2025Q1,GA1270042,2,01/11/2007,ST,SNSV,M,N,,N,N,S,S,N,N,N,,,05/18/2007,02/16/2010
2025Q1,GA1270042,3,04/20/2010,ST,SNSV,N,N,N,Z,N,N,N,N,N,N,X,,05/26/2011,12/15/2020
2025Q1,GA1270042,4,08/19/2016,ST,SNSV,N,R,N,N,X,N,N,R,N,N,X,,11/23/2016,03/12/2020
2025Q1,GA1270042,5,01/08/2019,ST,SNSV,N,R,N,Z,N,N,N,R,R,N,X,,05/21/2019,03/17/2022
2025Q1,GA1270042,6,01/08/2019,ST,CNST,Z,M,Z,Z,Z,Z,Z,Z,Z,Z,Z,No screened riser pipe - corrected 1/9/2018  No 5/8 inch access port  No blow-off or shut off valve,05/21/2019,03/17/2022
2025Q1,GA1270042,7,03/23/2022,ST,SNSV,N,R,N,N,N,N,R,R,N,N,N,,05/25/2022,03/20/2025
2025Q1,GA1270044,2,11/25/2003,ST,SNSV,R,R,,N,X,N,N,N,N,N,,,11/15/2005,06/18/2018
2025Q1,GA1270031,6,11/24/2015,ST,SNSV,N,N,N,N,N,N,N,N,N,N,X,,02/22/2016,03/12/2020
2025Q1,GA1270035,4,12/19/2014,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,02/22/2016,03/12/2020
2025Q1,GA1270031,8,05/03/2022,ST,ENGR,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,"Hi Heather, These are my comments relating to the source inspection conducted with Jorma and Rashad today :  &#8226; Please send me the pump test data for the well ( requirement in the PTD letter) &#8226; Please send me the well abandonment statement by Woodrow Sapp &#8226; I have received the WDS showing a 30 hp pump and a flow rate pf 250 GPM. The pump curve provided by Mr. Quante showed that the pump should have a 450 GPM flow rate and that is what is required by the PTD letter to meet the 20-minute peak demand requirement . What is the maximum flow rate of the pump as installed ? &#8226; The existing well is leaking excessively at the shaft and packing box and this has caused organic growth on the upper terminal of the well, causing an unsanitary environment. The packing needs to be evaluated. Jorma and I agreed that this will be done once the backup is approved but in the meantime the well will be cleaned up. Please provide photos for the file when this is done. &#8226; Please pro",08/16/2022,03/20/2025
2025Q1,GA1270037,7,04/27/2022,ST,SNSV,N,R,N,N,N,N,N,R,R,N,N,,08/16/2022,03/20/2025
2025Q1,GA1270033,3,05/21/2008,ST,SNSV,R,R,,R,X,R,R,R,R,R,,,08/25/2008,05/26/2011
2025Q1,GA1270035,1,10/01/2003,ST,SNSV,N,N,,N,X,N,N,N,N,N,,,11/15/2005,11/22/2006
2025Q1,GA1270036,1,07/06/2004,ST,SNSV,R,R,,N,X,R,R,N,N,N,,,11/15/2005,08/29/2007
2025Q1,GA1270042,1,01/28/2004,ST,SNSV,N,N,,N,X,N,N,N,R,N,,,11/15/2005,02/13/2007
2025Q1,GA1270044,1,06/16/2003,ST,SNSV,N,N,,R,X,N,N,R,N,N,,,11/15/2005,06/18/2018
2025Q1,GA1270047,1,05/18/2006,ST,SNSV,N,N,,N,N,N,N,N,N,N,,,08/22/2006,05/19/2009
2025Q1,GA1270047,2,05/20/2010,ST,SNSV,R,M,N,N,Z,N,M,M,N,N,Z,,11/19/2015,03/12/2020
2025Q1,GA1270047,3,11/08/2013,ST,SNSV,N,M,N,N,Z,N,M,M,N,N,Z,,02/22/2016,03/12/2020
2025Q1,GA1270047,4,11/15/2018,ST,SNSV,N,N,N,N,Z,N,M,N,M,M,X,,02/15/2019,12/20/2021
2025Q1,GA1270047,5,12/20/2023,ST,SNSV,N,R,N,N,N,N,N,N,N,N,X,,02/28/2024,03/20/2025
2025Q1,GA1270050,1,04/21/2008,ST,SNSV,R,N,,N,R,M,R,N,N,N,,,08/25/2008,05/26/2011
2025Q1,GA1270050,2,10/08/2011,ST,SNSV,M,R,N,N,R,N,R,S,N,S,X,,02/20/2013,03/12/2020
2025Q1,GA1270050,3,03/28/2017,ST,SNSV,N,M,N,Z,N,N,N,M,Z,N,X,,09/06/2017,12/29/2022
2025Q1,GA1270050,4,04/06/2022,ST,SNSV,N,N,R,N,N,N,N,N,N,R,N,,08/16/2022,03/20/2025
2025Q1,GA1270054,2,09/26/2006,ST,SNSV,N,N,,N,N,N,N,N,N,N,,,11/22/2006,11/16/2009
2025Q1,GA1270054,4,12/19/2014,ST,SNSV,N,N,N,N,N,N,N,N,N,N,X,,02/22/2016,03/12/2020
2025Q1,GA1270054,5,08/08/2019,ST,SNSV,N,N,N,Z,N,N,N,N,N,N,X,,09/20/2019,09/28/2022
2025Q1,GA1270054,6,01/17/2024,ST,SNSV,N,N,N,Z,Z,N,N,N,N,N,X,,05/21/2024,03/20/2025
2025Q1,GA1270056,1,06/01/2004,ST,SNSV,R,R,,R,X,N,N,N,N,N,,,11/15/2005,05/18/2007
2025Q1,GA1270056,2,03/26/2008,ST,SNSV,R,R,,N,R,R,N,N,N,N,,,05/28/2008,05/26/2011
2025Q1,GA1270056,3,03/11/2013,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,X,,08/16/2013,03/12/2020
2025Q1,GA1270056,4,09/21/2016,ST,SNSV,N,N,N,N,X,N,N,N,N,N,X,,11/23/2016,03/12/2020
2025Q1,GA1270056,5,03/08/2021,ST,SNSV,N,N,N,Z,N,N,N,N,N,N,X,,05/14/2021,06/20/2024
2025Q1,GA1270058,1,01/22/2004,ST,SNSV,N,N,,N,X,N,N,N,N,N,,,11/15/2005,06/18/2018
2025Q1,GA1270058,2,01/18/2007,ST,SNSV,N,N,,N,N,N,N,N,N,N,,,05/18/2007,03/12/2020
2025Q1,GA1270058,3,01/14/2010,ST,SNSV,N,N,N,Z,N,N,N,N,N,N,X,,05/18/2010,12/15/2020
2025Q1,GA1270059,#2,05/12/1999,,SNSV,,,,,,,,,,,,,09/30/2005,
2025Q1,GA1270059,4,01/07/2009,ST,SNSV,M,N,,N,R,M,R,N,N,N,,,08/20/2009,06/18/2018
2025Q1,GA1270059,5,07/07/2011,ST,SNSV,R,N,N,Z,N,N,N,N,N,N,X,,03/01/2012,12/15/2020
2025Q1,GA1270059,6,02/18/2014,ST,SNSV,N,M,N,Z,M,N,N,N,N,N,X,,11/23/2016,03/12/2020
2025Q1,GA1270059,7,06/15/2017,ST,SNSV,N,M,N,N,Z,N,R,N,R,N,X,,09/06/2017,06/24/2020
2025Q1,GA1270059,8,11/09/2017,ST,SSVF,N,M,N,N,Z,N,R,N,R,N,X,,02/21/2018,12/15/2020
2025Q1,GA1270059,9,01/31/2020,ST,SNSV,N,N,N,Z,N,N,N,N,N,R,X,,09/21/2020,09/27/2023
2025Q1,GA1270075,3,02/02/2012,ST,SNSV,R,R,N,N,R,N,N,N,N,N,X,,02/20/2013,03/12/2020
2025Q1,GA1270075,4,07/13/2017,ST,SNSV,N,S,R,Z,Z,N,N,M,R,N,X,,11/15/2017,09/21/2020
2025Q1,GA1270075,5,10/11/2017,ST,SSVF,N,N,R,X,Z,N,N,M,R,N,X,,02/21/2018,12/15/2020
2025Q1,GA1270075,6,04/27/2022,ST,SNSV,N,S,N,N,N,N,M,M,N,N,N,,08/16/2022,03/20/2025
2025Q1,GA1270075,7,07/26/2022,ST,SITE,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Site inspection to verify air gap between well 101 and rest of distribution system. System is now tied into 1270000.,11/17/2022,03/20/2025
2025Q1,GA1270078,1,10/27/2008,ST,SNSV,N,N,,N,X,N,N,N,N,N,,,03/13/2009,03/21/2012
2025Q1,GA1270078,2,10/18/2011,ST,SNSV,N,R,Z,N,Z,N,N,N,N,N,X,,02/20/2013,03/12/2020
2025Q1,GA1270078,3,03/03/2017,ST,SNSV,N,N,N,N,X,N,N,N,N,N,X,,05/26/2017,06/24/2020
2025Q1,GA1270078,4,03/23/2021,ST,SNSV,N,N,N,Z,N,N,N,N,N,N,X,,05/14/2021,09/19/2024
2025Q1,GA1270080,#1,06/25/2002,,SNSV,,,,,,,,,,,,,09/30/2005,
2025Q1,GA1270080,2,01/10/2006,ST,SNSV,N,S,,N,N,N,N,M,N,N,,,05/18/2006,03/13/2009
2025Q1,GA1270080,3,02/17/2010,ST,SNSV,N,R,X,Z,N,N,R,N,N,N,X,,08/27/2010,12/15/2020
2025Q1,GA1270080,4,08/07/2015,ST,SNSV,N,S,N,N,N,N,N,N,N,N,X,,11/19/2015,03/12/2020
2025Q1,GA1270080,5,02/14/2018,ST,SNSV,N,R,N,Z,N,N,N,R,N,N,X,,05/04/2018,03/17/2021
2025Q1,GA1270080,6,08/19/2019,ST,SITE,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Inspection of new well (103),09/20/2019,09/28/2022
2025Q1,GA1270080,7,02/23/2023,ST,SNSV,N,R,N,Z,Z,N,N,M,R,N,X,,05/17/2023,03/20/2025
2025Q1,GA1270090,2,11/03/2008,ST,SNSV,R,M,,N,X,N,N,R,N,N,,,03/13/2009,03/21/2012
2025Q1,GA1270090,3,10/19/2010,ST,SNSV,R,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,,02/20/2013,03/12/2020
2025Q1,GA1270090,4,02/24/2017,ST,SNSV,N,N,N,N,X,N,N,N,N,N,X,,05/26/2017,06/24/2020
2025Q1,GA1270090,5,03/23/2022,ST,SNSV,N,N,N,N,N,N,R,N,N,R,N,,05/25/2022,03/20/2025
2025Q1,GA1270103,1,04/18/2008,ST,SNSV,R,R,N,Z,R,M,R,R,N,R,,,08/25/2008,03/12/2020
2025Q1,GA1270103,2,05/09/2013,ST,SNSV,N,N,N,Z,Z,M,N,N,N,N,Z,,02/22/2016,03/12/2020
2025Q1,GA1270103,3,01/09/2018,ST,SNSV,N,R,R,Z,N,N,N,N,N,N,X,,05/04/2018,03/17/2021
2025Q1,GA1270103,4,02/02/2023,ST,SNSV,N,M,N,Z,Z,N,M,N,N,N,X,,05/17/2023,03/20/2025
2025Q1,GA1270104,2,07/28/2014,ST,SNSV,N,N,N,Z,N,M,M,N,N,M,X,,11/17/2014,03/12/2020
2025Q1,GA1270104,3,07/25/2019,ST,SNSV,N,N,N,Z,N,N,N,N,N,N,X,,09/20/2019,09/28/2022
2025Q1,GA1270104,4,01/04/2021,ST,LV1A,X,N,X,N,N,X,X,M,N,M,X,,05/14/2021,03/26/2024
2025Q1,GA1270104,5,08/22/2024,ST,LV1A,N,N,N,N,N,N,N,M,N,M,N,"Power loss to complex and well. GFCI to chlorinator shorted out due to power surge, GFCI replaced.",11/14/2024,03/20/2025
2025Q1,GA1270104,6,09/19/2024,ST,SNSV,M,R,N,N,Z,M,N,S,S,N,X,,11/14/2024,03/20/2025
2025Q1,GA1270118,1,01/09/2004,ST,SNSV,N,R,,N,X,N,N,N,N,N,,,11/15/2005,02/13/2007
2025Q1,GA1270054,1,10/02/2003,ST,SNSV,N,N,,N,X,N,N,N,N,N,,,11/15/2005,11/22/2006
2025Q1,GA1270054,3,10/21/2009,ST,SNSV,N,R,,N,X,N,N,R,N,N,,,02/16/2010,06/18/2018
2025Q1,GA1270059,1,04/21/2003,ST,SNSV,N,N,,N,N,R,N,N,N,N,,,11/15/2005,05/18/2006
2025Q1,GA1270059,2,05/12/1999,ST,SNSV,R,R,,N,X,S,R,S,N,R,,,11/15/2005,08/25/2008
2025Q1,GA1270059,3,07/18/2005,ST,SNSV,N,N,,N,S,S,S,N,N,N,,,11/15/2005,08/25/2008
2025Q1,GA1270075,1,04/14/2005,ST,SNSV,N,N,,N,X,N,N,N,N,N,,,11/15/2005,05/28/2008
2025Q1,GA1270080,1,06/25/2002,ST,SNSV,N,N,,N,X,N,N,N,N,N,,,11/15/2005,08/25/2008
2025Q1,GA1270090,1,04/14/2003,ST,SNSV,N,N,,N,N,N,N,N,N,N,,,11/15/2005,05/18/2006
2025Q1,GA1270075,2,03/23/2009,ST,SNSV,M,N,,N,X,M,N,N,N,N,,,02/16/2010,06/18/2018
2025Q1,GA1270104,1,04/01/2009,ST,SNSV,R,N,,N,R,M,X,N,N,N,,,02/16/2010,06/18/2018
2025Q1,GA1270118,2,01/08/2007,ST,SNSV,N,N,,N,N,N,N,N,N,N,,,05/18/2007,02/16/2010
2025Q1,GA1270118,3,01/19/2010,ST,SNSV,N,N,,N,N,N,N,N,N,N,,,05/18/2010,06/18/2018
2025Q1,GA1270118,4,08/07/2015,ST,SNSV,N,M,N,N,N,N,M,N,N,N,N,,11/19/2015,03/12/2020
2025Q1,GA1270118,5,12/15/2017,ST,SNSV,N,N,N,Z,N,N,N,N,N,N,X,,02/21/2018,12/15/2020
2025Q1,GA1270118,6,12/13/2022,ST,SNSV,N,N,N,Z,Z,N,N,N,R,N,X,Outstanding Performer FY 2023,02/15/2023,03/20/2025
2025Q1,GA1270125,1,04/20/2004,ST,SNSV,N,S,,N,N,S,N,N,N,N,,,11/15/2005,06/18/2018
2025Q1,GA1270125,2,05/26/2010,ST,SNSV,R,N,N,Z,N,R,N,N,N,N,X,,05/26/2011,12/15/2020
2025Q1,GA1270126,1,01/15/2004,ST,SNSV,N,N,,N,X,S,N,N,N,N,,,11/15/2005,06/18/2018
2025Q1,GA1270126,2,01/10/2007,ST,SNSV,N,N,,N,N,S,N,N,N,N,,,05/18/2007,03/12/2020
2025Q1,GA1270134,1,04/10/2003,ST,SNSV,N,N,,N,N,N,N,N,N,N,,,11/15/2005,06/18/2018
2025Q1,GA1270137,1,07/04/2004,ST,SNSV,N,N,,N,X,N,N,N,N,R,,,11/15/2005,06/18/2018
2025Q1,GA1270137,2,07/07/2004,ST,SNSV,N,N,,N,X,N,N,N,N,R,,,11/15/2005,06/18/2018
2025Q1,GA1270137,3,02/12/2009,ST,SNSV,N,N,,N,X,N,N,N,X,N,,,08/20/2009,03/12/2020
2025Q1,GA1270137,4,03/11/2011,ST,SNSV,N,N,N,Z,R,R,R,R,N,R,X,,11/28/2011,03/17/2021
2025Q1,GA1270137,5,02/04/2016,ST,SNSV,N,N,N,Z,Z,Z,M,M,M,M,Z,,05/13/2016,03/20/2025
2025Q1,GA1270137,6,07/27/2021,SA,SNSV,M,M,N,N,N,N,N,M,S,R,Z,,11/22/2021,03/20/2025
2025Q1,GA1270141,1,01/20/2004,ST,SNSV,N,R,,N,X,N,N,N,N,N,,,11/15/2005,02/13/2007
2025Q1,GA1270141,2,01/10/2007,ST,SNSV,N,N,,N,N,N,N,N,N,N,,,05/18/2007,02/16/2010
2025Q1,GA1270141,3,01/19/2010,ST,SNSV,N,N,,N,N,N,N,N,N,N,,,05/18/2010,06/18/2018
2025Q1,GA1270141,4,05/07/2013,ST,SNSV,N,R,N,Z,N,N,N,N,N,N,X,,05/16/2014,12/15/2020
2025Q1,GA1270141,5,09/21/2016,ST,SNSV,N,N,N,N,X,N,N,N,N,N,X,,11/23/2016,03/12/2020
2025Q1,GA1270141,6,03/23/2021,ST,SNSV,N,N,Z,Z,N,N,N,N,N,N,X,,08/09/2021,09/19/2024
2025Q1,GA1270142,2,05/12/2005,ST,SNSV,N,M,,N,N,N,N,S,N,N,,,11/15/2005,05/28/2008
2025Q1,GA1270142,3,08/22/2014,ST,SNSV,N,M,N,N,Z,N,N,N,N,N,Z,,11/17/2014,03/12/2020
2025Q1,GA1270146,1,07/18/2007,ST,SNSV,N,M,,N,N,N,N,M,M,M,,,11/16/2007,08/27/2010
2025Q1,GA1270146,2,04/30/2012,ST,SNSV,R,M,N,N,R,N,R,N,N,N,X,,02/20/2013,03/12/2020
2025Q1,GA1270146,3,02/09/2017,ST,SNSV,N,M,N,Z,N,N,N,N,N,N,X,,09/06/2017,06/24/2020
2025Q1,GA1270146,4,05/24/2022,ST,SNSV,N,N,N,N,N,N,N,N,N,N,N,,08/16/2022,03/20/2025
2025Q1,GA1270147,1,07/30/2014,ST,SNSV,N,N,N,N,N,N,N,N,N,N,X,,02/16/2010,03/12/2020
2025Q1,GA1270147,2,06/25/2019,ST,SNSV,N,N,N,Z,N,N,N,N,N,N,X,,08/14/2019,06/27/2022
2025Q1,GA1270147,3,07/31/2024,ST,SNSV,N,N,N,Z,Z,N,N,N,N,N,X,,11/14/2024,03/20/2025
2025Q1,GA1270150,#1,,,SNSV,,,,,,,,,,,,,07/22/1995,
2025Q1,GA1270150,1,11/17/2003,ST,SNSV,R,N,,N,X,N,N,R,N,N,,,11/15/2005,11/22/2006
2025Q1,GA1270150,2,04/17/2006,ST,SNSV,N,N,,N,N,N,N,N,N,N,,,08/22/2006,05/19/2009
2025Q1,GA1270150,3,01/14/2010,ST,SNSV,R,R,,R,X,N,R,R,N,R,,,05/18/2010,06/18/2018
2025Q1,GA1270150,4,03/20/2013,ST,SNSV,N,R,N,Z,N,N,N,R,N,N,X,,05/16/2014,12/15/2020
2025Q1,GA1270150,5,09/14/2016,ST,SNSV,N,N,N,N,Z,N,M,N,M,N,Z,,11/23/2016,03/12/2020
2025Q1,GA1270150,6,01/29/2019,ST,SNSV,M,S,N,N,N,N,M,M,M,S,X,,05/21/2019,03/17/2022
2025Q1,GA1270150,7,02/09/2022,ST,SNSV,R,M,N,N,Z,R,X,M,M,N,X,"Most source riser pipes had no observable screen.  All 3 finished water storage tanks contained deficiencies relating to the screening of the overflow, drain and vents because the screen was missing, ripped, loose or the overflow and/or drain discharge end pipe could not be located.  The sample site plan for collecting monthly microbiological samples does not meet the criteria outlined in the Revised Total Coliform Rule",06/27/2022,03/20/2025
2025Q1,GA1270154,1,04/13/2004,ST,SNSV,N,S,,N,X,N,N,N,N,N,,,11/15/2005,05/18/2007
2025Q1,GA1270154,2,01/14/2010,ST,SNSV,N,R,N,Z,N,N,N,R,N,N,X,,05/18/2010,12/15/2020
2025Q1,GA1270154,3,08/04/2016,ST,SNSV,N,N,N,N,Z,N,N,N,N,N,Z,,11/23/2016,03/12/2020
2025Q1,GA1270154,4,03/23/2021,ST,SNSV,N,N,N,Z,N,N,N,N,N,N,X,,05/14/2021,06/20/2024
2025Q1,GA1270155,1,04/18/2003,ST,SNSV,N,N,,N,N,N,N,N,N,N,,,11/15/2005,05/18/2006
2025Q1,GA1270155,2,07/18/2005,ST,SNSV,N,N,,N,N,N,N,N,N,N,,,11/15/2005,08/25/2008
2025Q1,GA1270155,3,05/21/2008,ST,SNSV,R,R,,N,R,R,N,R,R,R,,,08/25/2008,05/26/2011
2025Q1,GA1270155,4,07/15/2011,ST,SNSV,N,M,N,N,Z,N,N,N,N,N,X,,11/19/2015,03/12/2020
2025Q1,GA1270155,5,02/20/2014,ST,SNSV,N,N,N,N,M,N,M,N,N,N,X,,02/22/2016,03/12/2020
2025Q1,GA1270155,6,05/19/2017,ST,SNSV,R,N,R,Z,Z,N,M,Z,N,R,X,,09/06/2017,06/24/2020
2025Q1,GA1270155,7,11/02/2017,WD,LV1A,N,N,N,N,N,N,N,N,N,M,N,,02/21/2018,03/17/2021
